"word","n","rate_ADMIN","rate_HOCs","rate_total_EB","rate_ratio","rate_ratio_EB","group_HOCs_admin","id","color_range","color_range_scale"
"strong",6,3.43170899107756,13.3148700468683,12.701404411263,0.257735072065889,0.394287582161685,"HOCs",326,-1.35582307409249,-0.400660332291961
"health",103,236.787920384351,90.5411163187047,158.146135413482,2.61525293713917,2.54147303610715,"admin",6,0.961360818322707,0.30060808015789
"experience",15,10.2951269732327,31.955688112484,26.1962763599225,0.322168840082361,0.380743253826782,"HOCs",89,-1.13267952277828,-0.334719007699737
"assignments",2,0,5.32594801874734,6.70368354519209,0,0.363936269656555,"HOCs",736,-3,-0.886532335850988
"belongings",2,0,5.32594801874734,6.70368354519209,0,0.363936269656555,"HOCs",743,-3,-0.886532335850988
"traditions",2,0,5.32594801874734,6.70368354519209,0,0.363936269656555,"HOCs",1005,-3,-0.886532335850988
"professional",28,68.6341798215511,21.3037920749893,45.6888691746529,3.22168840082361,2.8506787507623,"admin",44,1.16990557021576,0.365817974610372
"college",97,65.2024708304736,207.711972731146,149.149554114376,0.31390810059307,0.324000756453994,"HOCs",3,-1.15865500918154,-0.34239504391172
"covid",105,257.378174330817,79.8892202812101,161.144995846518,3.22168840082361,3.10990966288015,"admin",5,1.16990557021576,0.365817974610372
"participate",8,3.43170899107756,18.6408180656157,15.7002648442984,0.184096480047063,0.301363841893255,"HOCs",219,-1.6922953107137,-0.500091504918898
"symptoms",3,10.2951269732327,0,8.20311376170981,Inf,3.45484487427515,"admin",687,3,0.938070517630509
"widespread",3,0,7.98892202812101,8.20311376170981,0,0.28281387734287,"HOCs",624,-3,-0.886532335850988
"time",34,17.1585449553878,77.2262462718364,54.6854504737592,0.222185406953352,0.252971451182789,"HOCs",23,-1.50424307921076,-0.444520043566801
"violate",4,0,10.6518960374947,9.70254397822753,0,0.231264406969688,"HOCs",459,-3,-0.886532335850988
"courtyard",11,3.43170899107756,26.6297400937367,20.1985554938516,0.128867536032944,0.222653155951289,"HOCs",114,-2.04897025465244,-0.605492795315406
"continue",28,78.9293067947838,13.3148700468683,45.6888691746529,5.92790665751544,4.76519641758839,"admin",36,1.77967114183666,0.556485676411597
"families",5,0,13.3148700468683,11.2019741947453,0,0.195609907824108,"HOCs",294,-3,-0.886532335850988
"virtual",5,0,13.3148700468683,11.2019741947453,0,0.195609907824108,"HOCs",331,-3,-0.886532335850988
"asymptomatic",5,17.1585449553878,0,11.2019741947453,Inf,5.18896140100898,"admin",342,3,0.938070517630509
"city",5,17.1585449553878,0,11.2019741947453,Inf,5.18896140100898,"admin",344,3,0.938070517630509
"travel",32,92.656142759094,13.3148700468683,51.6865900407238,6.958846945779,5.5599071149387,"admin",27,1.94001379191184,0.606623247329688
"questions",43,13.7268359643102,103.855986365573,68.1803224224188,0.132171831828661,0.158658226751399,"HOCs",12,-2.02365244666815,-0.598011110165093
"unable",8,0,21.3037920749893,15.7002648442984,0,0.133748897536195,"HOCs",189,-3,-0.886532335850988
"spread",17,54.9073438572409,2.66297400937367,29.1951367929579,20.6188057652711,8.80341119805009,"admin",65,3.02620356058139,0.946264113509958
"connecticut",27,85.7927247769389,5.32594801874734,44.1894389581352,16.1084420041181,9.60503408351007,"admin",30,2.77934348264986,0.869073393147446
"research",43,137.268359643102,7.98892202812101,68.1803224224188,17.1823381377259,11.7727847169384,"admin",11,2.84388200378744,0.889253954457656
"hall",32,3.43170899107756,82.5521942905837,51.6865900407238,0.041570172913853,0.0787241209815689,"HOCs",18,-3.18037236614354,-0.939834314211054
"faculty",40,130.404941660947,5.32594801874734,63.6820317728656,24.4848318462594,14.4104049467139,"admin",14,3.19805381750805,1
"life",39,3.43170899107756,101.193012356199,62.1826015563479,0.0339125094823538,0.0647681569270086,"HOCs",13,-3.38397132138478,-1
"zoom",31,0,82.5521942905837,50.1871598242061,0,0.0390558027831164,"HOCs",21,-3,-0.886532335850988
