id,date,count
335,01/13,8
335,01/14,8
335,01/15,8
335,01/16,8
335,01/17,9
335,01/18,9
336,01/11,0
336,01/12,2
336,01/13,2
336,01/14,2
336,01/15,2
336,01/16,2
336,01/17,2
336,01/18,2
337,01/11,18
337,01/12,18
337,01/13,18
337,01/14,18
337,01/15,18
337,01/16,18
337,01/17,19
337,01/18,19
338,01/11,30
338,01/12,30
338,01/13,31
338,01/14,31
338,01/15,31
338,01/16,31
338,01/17,32
338,01/18,32
339,01/11,36
339,01/12,36
339,01/13,37
339,01/14,37
339,01/15,37
339,01/16,38
339,01/17,39
339,01/18,38
340,01/11,1
340,01/12,1
340,01/13,46
340,01/14,46
340,01/15,46
340,01/16,46
340,01/17,46
340,01/18,46
341,01/11,1
341,01/12,2
341,01/13,71
341,01/14,71
341,01/15,71
341,01/16,71
341,01/17,70
341,01/18,70
342,01/11,0
342,01/12,0
342,01/13,0
342,01/14,0
342,01/15,0
342,01/16,0
342,01/17,0
342,01/18,0
343,01/11,0
343,01/12,0
343,01/13,0
343,01/14,0
343,01/15,0
343,01/16,0
343,01/17,0
343,01/18,0
344,01/11,0
344,01/12,0
344,01/13,0
344,01/14,0
344,01/15,0
344,01/16,0
344,01/17,0
344,01/18,0
345,01/11,0
345,01/12,0
345,01/13,0
345,01/14,0
345,01/15,0
345,01/16,0
345,01/17,0
345,01/18,0
346,01/11,0
346,01/12,0
346,01/13,0
346,01/14,0
346,01/15,0
346,01/16,0
346,01/17,0
346,01/18,0
347,01/11,0
347,01/12,0
347,01/13,0
347,01/14,0
347,01/15,0
347,01/16,0
347,01/17,0
347,01/18,0
348,01/11,0
348,01/12,0
348,01/13,0
348,01/14,0
348,01/15,0
348,01/16,0
348,01/17,0
348,01/18,0
349,01/11,0
349,01/12,0
349,01/13,0
349,01/14,0
349,01/15,0
349,01/16,0
349,01/17,0
349,01/18,0
350,01/11,1
350,01/12,1
350,01/13,2
350,01/14,2
350,01/15,2
350,01/16,2
350,01/17,2
350,01/18,3
351,01/11,2
351,01/12,2
351,01/13,3
351,01/14,3
351,01/15,3
351,01/16,3
351,01/17,3
351,01/18,3
352,01/11,0
352,01/12,0
352,01/13,0
352,01/14,0
352,01/15,0
352,01/16,0
352,01/17,0
352,01/18,0
353,01/11,0
353,01/12,0
353,01/13,0
353,01/14,0
353,01/15,0
353,01/16,0
353,01/17,0
353,01/18,0
354,01/11,3
354,01/12,3
354,01/13,4
354,01/14,4
354,01/15,4
354,01/16,4
354,01/17,4
354,01/18,4
355,01/11,0
355,01/12,0
355,01/13,0
355,01/14,0
355,01/15,0
355,01/16,0
355,01/17,0
355,01/18,0
356,01/11,1
356,01/12,1
356,01/13,1
356,01/14,1
356,01/15,1
356,01/16,1
356,01/17,0
356,01/18,0
357,01/11,1
357,01/12,1
357,01/13,2
357,01/14,3
357,01/15,3
357,01/16,3
357,01/17,3
357,01/18,3
358,01/11,0
358,01/12,0
358,01/13,0
358,01/14,0
358,01/15,0
358,01/16,0
358,01/17,0
358,01/18,0
359,01/11,0
359,01/12,6
359,01/13,6
359,01/14,6
359,01/15,6
359,01/16,6
359,01/17,6
359,01/18,6
360,01/11,16
360,01/12,16
360,01/13,16
360,01/14,16
360,01/15,16
360,01/16,16
360,01/17,16
360,01/18,16
361,01/11,0
361,01/12,0
361,01/13,0
361,01/14,0
361,01/15,0
361,01/16,0
361,01/17,0
361,01/18,0
362,01/11,0
362,01/12,0
362,01/13,0
362,01/14,0
362,01/15,0
362,01/16,0
362,01/17,0
362,01/18,0
363,01/11,0
363,01/12,0
363,01/13,0
363,01/14,0
363,01/15,0
363,01/16,0
363,01/17,0
363,01/18,0
364,01/11,0
364,01/12,0
364,01/13,0
364,01/14,0
364,01/15,0
364,01/16,0
364,01/17,0
364,01/18,0
365,01/11,3
365,01/12,5
