subject,number,section,times,locations,rating,workload
FILM,494,1,TBA,TBA,3.666666666666667,3.8888888888888893
FILM,601,1,W 3:30pm-5:20pm + 1,LC 319 - Linsly-Chittenden Hall 319 + 1,4.094047619047619,4.357142857142858
FILM,604,1,M 9:25am-11:15am + 1,HQ 129 - Humanities Quadrangle 129 + 1,4.833333333333334,3.2
FILM,606,1,TBA,TBA,,
FILM,693,1,F 2pm-4:30pm + 1,HQ 129 - Humanities Quadrangle 129 + 1,,
FILM,694,1,Th 3:30pm-5:20pm,HQ C64 - Humanities Quadrangle C64,,
FILM,736,1,W 10:30am-1:20pm + 1,HQ 113 - Humanities Quadrangle 113 + 1,3.882142857142857,3.700818452380952
FILM,900,1,TBA,TBA,,
FILM,901,1,TBA,TBA,,
FILM,921,1,T 1:30pm-3:20pm,SML 207 - Sterling Memorial Library 207,,
FNSH,140,1,TTh 5:10pm-7pm,TBA,,
FREN,109,1,W 3:30pm-5:20pm,HQ 313 - Humanities Quadrangle 313,3.995436507936508,2.9704365079365083
FREN,120,1,M-F 8:20am-9:10am,WLH 004 - William L. Harkness Hall 004,3.9495115018002362,3.968752862943004
FREN,120,2,M-F 9:25am-10:15am,LC 206 - Linsly-Chittenden Hall 206,3.9495115018002362,3.968752862943004
FREN,120,3,M-F 10:30am-11:20am,LC 206 - Linsly-Chittenden Hall 206,3.9495115018002362,3.968752862943004
FREN,120,4,M-F 10:30am-11:20am,LC 204 - Linsly-Chittenden Hall 204,3.9495115018002362,3.968752862943004
FREN,120,5,M-F 11:35am-12:25pm,LC 213 - Linsly-Chittenden Hall 213,3.9495115018002362,3.968752862943004
FREN,130,1,M-F 9:25am-10:15am,WLH 004 - William L. Harkness Hall 004,3.817794794810923,3.996727309428922
FREN,130,2,M-F 10:30am-11:20am,WLH 012 - William L. Harkness Hall 012,3.817794794810923,3.996727309428922
FREN,130,3,M-F 11:35am-12:25pm,WLH 012 - William L. Harkness Hall 012,3.817794794810923,3.996727309428922
FREN,140,1,M-F 8:20am-9:10am,WLH 203 - William L. Harkness Hall 203,3.840589465179628,3.831594794094793
FREN,140,2,M-F 9:25am-10:15am,BASSLB L73 - Bass Library L73,3.840589465179628,3.831594794094793
FREN,140,3,M-F 10:30am-11:20am,WLH 209 - William L. Harkness Hall 209,3.840589465179628,3.831594794094793
FREN,140,4,M-F 11:35am-12:25pm,WLH 209 - William L. Harkness Hall 209,3.840589465179628,3.831594794094793
FREN,145,1,M-F 9:25am-11:15am,DOW 112 - Dow Hall 112,4.518510101010101,4.666111111111111
FREN,150,1,MWF 10:30am-11:20am,WALL81 301 - 81 Wall Street 301,3.949387743058629,3.806137252339785
FREN,150,2,MWF 11:35am-12:25pm,WALL81 301 - 81 Wall Street 301,3.949387743058629,3.806137252339785
FREN,160,1,MW 11:35am-12:50pm,HQ 133 - Humanities Quadrangle 133,4.103604506604506,3.5599009324009323
FREN,170,1,MW 1pm-2:15pm,HQ 129 - Humanities Quadrangle 129,4.09744060848712,3.301000065825647
FREN,170,2,TTh 2:30pm-3:45pm,HQ 123 - Humanities Quadrangle 123,4.09744060848712,3.301000065825647
FREN,182,1,MW 9am-10:15am,HQ 225 - Humanities Quadrangle 225,,
FREN,184,1,TTh 9am-10:15am,HQ 313 - Humanities Quadrangle 313,4.176587301587301,2.922619047619047
FREN,192,1,W 3:30pm-5:20pm,HQ C64 - Humanities Quadrangle C64,,
FREN,240,1,TTh 1:30pm-2:20pm,HQ L01 - Humanities Quadrangle L01,4.399895622509897,3.162226804648616
FREN,240,B,Th 5pm-5:50pm,TBA,4.399895622509897,3.162226804648616
FREN,240,D,F 10:30am-11:20am,TBA,4.399895622509897,3.162226804648616
FREN,240,E,TTh 1:30-2:20p,TBA,4.399895622509897,3.162226804648616
FREN,240,A,Th 4:30pm-5:20pm,TBA,4.399895622509897,3.162226804648616
FREN,240,C,Th 4pm-4:50pm,TBA,4.399895622509897,3.162226804648616
FREN,307,1,TTh 2:30pm-3:45pm,HQ 313 - Humanities Quadrangle 313,,
FREN,366,1,TBA,TBA,3.985714285714285,3.302380952380952
FREN,371,1,M 1:30pm-3:20pm,LC 319 - Linsly-Chittenden Hall 319,,
FREN,385,1,W 9:25am-11:15am,HQ C11 - Humanities Quadrangle C11,,
FREN,391,1,TTh 11:35am-12:50pm,HQ 123 - Humanities Quadrangle 123,,
FREN,401,1,T 1:30pm-3:20pm,HQ 401 - Humanities Quadrangle 401,,
FREN,412,1,M 1:30pm-3:20pm,WLH 009 - William L. Harkness Hall 009,4.166666666666667,3.018518518518518
FREN,414,1,W 1:30pm-3:20pm,HQ 113 - Humanities Quadrangle 113,4.222222222222222,3.8888888888888893
FREN,416,1,TTh 9am-10:15am,HQ 225 - Humanities Quadrangle 225,4.433333333333334,3.316666666666666
FREN,419,1,TTh 2:30pm-3:45pm,HQ 129 - Humanities Quadrangle 129,4.416666666666667,3.9
FREN,425,1,M 9:25am-11:15am,HQ 113 - Humanities Quadrangle 113,4.571428571428571,3.285714285714285
FREN,450,1,M 1:30pm-3:20pm,STOECK 313 - Stoeckel Hall (renovated) 313,,
FREN,471,1,TBA,TBA,,
FREN,481,1,W 3:30pm-5:20pm,HQ C01 - Humanities Quadrangle C01,,
FREN,491,1,TBA,TBA,4.177777777777778,4.077777777777778
FREN,492,1,TBA,TBA,4.177777777777778,4.077777777777778
FREN,494,1,TBA,TBA,,
FREN,496,1,TBA,TBA,,
FREN,700,1,T 9:25am-11:15am,HQ 123 - Humanities Quadrangle 123,4.777777777777778,3.5555555555555562
FREN,842,1,M 9:25am-11:15am,HQ C11 - Humanities Quadrangle C11,,
FREN,867,1,T 1:30pm-3:20pm,HQ C15 - Humanities Quadrangle C15,,
FREN,871,1,M 1:30pm-3:20pm,LC 319 - Linsly-Chittenden Hall 319,,
FREN,872,1,TBA,TBA,,
FREN,881,1,W 1:30pm-3:20pm,LORIA 358 - Loria Center 358,5.0,4.333333333333333
FREN,899,1,Th 9:25am-11:15am,HQ 213 - Humanities Quadrangle 213,4.558333333333334,4.8
FREN,965,1,M 3:30pm-5:20pm,HQ 127 - Humanities Quadrangle 127,3.5,3.5
GENE,676,1,W 2pm-3:30pm + 1,SHM I304 - Sterling Hall of Medicine I304 + 1,,
GENE,734,1,TTh 10am-11:45am,BCMM 101 - Boyer Ctr Molecular Medicine 101,3.261111111111111,2.181481481481481
GENE,743,1,TTh 11:35am-12:50pm,TBA,4.188843984962405,3.8
GENE,760,1,W 9:30am-10:45am + 2,SHM I116 - Sterling Hall of Medicine I116 + 2,4.263492063492064,4.166666666666667
GENE,777,1,Th 10am-11:45am,TBA,3.9269841269841272,3.285714285714286
GENE,901,1,Th 4pm-5:30pm,TBA,3.111111111111111,2.25
GENE,913,1,TBA,TBA,4.297222222222223,3.8703703703703702
GENE,914,1,TBA,TBA,,
GLBL,122,1,MW 11:35am-12:50pm,BASS 305 - Bass Center 305,3.712581991651759,3.27485380116959
GLBL,122,A,Th 1:30pm-2:20pm,TBA,3.712581991651759,3.27485380116959
GLBL,122,B,Th 2:30pm-3:20pm,TBA,3.712581991651759,3.27485380116959
GLBL,122,C,Th 4pm-4:50pm,TBA,3.712581991651759,3.27485380116959
GLBL,122,D,Th 7pm-7:50pm,TBA,3.712581991651759,3.27485380116959
GLBL,195,1,MW 10:30am-11:20am + 1,WTS A60 - Watson Center 60 Sachem Street A60 + 1,4.574175824175824,3.561813186813186
GLBL,195,A,F 10:30am-11:20am,TBA,4.574175824175824,3.561813186813186
GLBL,195,B,F 11:35am-12:25pm,TBA,4.574175824175824,3.561813186813186
GLBL,203,1,MW 10:30am-11:20am + 1,WTS A74 - Watson Center 60 Sachem Street A74 + 1,3.965034965034965,2.904304029304029
GLBL,203,A,Th 3:30pm-4:20pm,TBA,3.965034965034965,2.904304029304029
GLBL,203,B,Th 4:30pm-5:20pm,TBA,3.965034965034965,2.904304029304029
GLBL,219,1,TTh 1pm-2:15pm,WLH 211 - William L. Harkness Hall 211,4.195075757575757,3.762175324675325
GLBL,219,A,F 10:30am-11:20am,TBA,4.195075757575757,3.762175324675325
GLBL,223,1,MW 11:35am-12:25pm,LORIA 250 - Loria Center 250,3.968986448669037,2.89443477807524
GLBL,223,A,Th 4pm-4:50pm,TBA,3.968986448669037,2.89443477807524
GLBL,223,B,W 5pm-5:50pm,TBA,3.968986448669037,2.89443477807524
GLBL,223,C,Th 7pm-7:50pm,TBA,3.968986448669037,2.89443477807524
GLBL,223,D,W 2:30pm-3:20pm,TBA,3.968986448669037,2.89443477807524
GLBL,225,1,MW 9am-10:15am,BASS 305 - Bass Center 305,2.87579759284631,3.13794638316249
GLBL,225,A,MW 9-10:15a,TBA,2.87579759284631,3.13794638316249
GLBL,225,B,MW 9-10:15a,TBA,2.87579759284631,3.13794638316249
GLBL,225,C,MW 9-10:15a,TBA,2.87579759284631,3.13794638316249
GLBL,230,1,Th 3:30pm-5:20pm + 1,WTS A42 - Watson Center 60 Sachem Street A42 + 1,4.181818181818182,2.636363636363636
GLBL,251,1,TBA,TBA,3.483308563357824,2.551631701631701
GLBL,253,1,MW 10:30am-11:20am + 1,LC 102 - Linsly-Chittenden Hall 102 + 1,3.625609154074333,2.327912948827981
GLBL,253,A,MW 10:30-11:20a; W 11:30a-12:20p,TBA,3.625609154074333,2.327912948827981
GLBL,260,1,MW 2:30pm-3:45pm,WTS A60 - Watson Center 60 Sachem Street A60,3.96120926148237,3.09917911609088
GLBL,274,1,TBA,TBA,4.39503787878788,3.039073010323011
GLBL,282,1,TTh 11:35am-12:25pm,YSB MARSH - Yale Science Building MARSH,3.520833333333333,2.46875
GLBL,282,A,W 5pm-5:50pm,TBA,3.520833333333333,2.46875
GLBL,282,B,W 7pm-7:50pm,TBA,3.520833333333333,2.46875
GLBL,282,C,W 8pm-8:50pm,TBA,3.520833333333333,2.46875
GLBL,282,D,Th 4pm-4:50pm,TBA,3.520833333333333,2.46875
GLBL,282,E,Th 5pm-5:50pm,TBA,3.520833333333333,2.46875
GLBL,282,F,Th 7pm-7:50pm,TBA,3.520833333333333,2.46875
GLBL,282,G,Th 8pm-8:50pm,TBA,3.520833333333333,2.46875
GLBL,284,1,M 3:30pm-5:20pm,HLH55 103 - 55 Hillhouse 103,4.223015873015872,3.224603174603174
GLBL,288,1,W 9:25am-11:15am + 1,RKZ 08 - Rosenkranz Hall 08 + 1,4.633333333333333,3.3055555555555562
GLBL,289,1,T 1:30pm-3:20pm,RKZ 102 - Rosenkranz Hall 102,4.466666666666666,2.774074074074074
GLBL,290,1,M 1:30pm-3:20pm,WTS B51 - Watson Center 60 Sachem Street B51,4.585050505050505,3.217720057720058
GLBL,292,1,W 3:30pm-5:20pm,WTS A35 - Watson Center 60 Sachem Street A35,,
GLBL,304,1,T 1:30pm-3:20pm,HQ 132 - Humanities Quadrangle 132,4.071428571428571,2.571428571428572
GLBL,309,1,TBA,TBA,4.10614002707026,2.838800705467372
GLBL,314,1,Th 3:30pm-5:20pm,WTS B39 - Watson Center 60 Sachem Street B39,,
GLBL,315,1,TTh 1pm-2:15pm + 1,WTS A68 - Watson Center 60 Sachem Street A68 + 1,4.6491841491841495,2.437062937062937
GLBL,318,1,T 3:30pm-5:20pm + 1,WTS B52 - Watson Center 60 Sachem Street B52 + 1,3.819058657921529,2.756476038911779
GLBL,322,1,T 9:25am-11:15am,RKZ 02 - Rosenkranz Hall 02,,
GLBL,330,1,M 9:25am-11:15am,LUCE 202 - Luce Hall 202,3.834110352855076,4.101084088847951
GLBL,341,1,T 1:30pm-3:20pm,RKZ 06 - Rosenkranz Hall 06,4.488636363636363,3.435606060606061
GLBL,342,1,M 2:30pm-4:30pm,HQ C15 - Humanities Quadrangle C15,4.038114228241255,3.83625116713352
GLBL,355,1,T 9:25am-11:15am + 1,RKZ 08 - Rosenkranz Hall 08 + 1,4.576923076923077,3.166666666666667
GLBL,390,1,W 9:25am-11:15am + 1,LC 317 - Linsly-Chittenden Hall 317 + 1,4.482034632034632,3.131980519480519
GLBL,450,1,TBA,TBA,,
GLBL,460,1,T 3:30pm-5:20pm + 1,HLH17 113 - 17 Hillhouse Avenue 113 + 1,4.547202797202797,3.534770784770784
GLBL,510,1,M 1:30pm-3:20pm + 1,WTS B39 - Watson Center 60 Sachem Street B39 + 1,4.477272727272727,3.167613636363636
GLBL,526,1,TTh 2:40pm-4pm,EVANS 2410 - Edward P Evans Hall 2410,3.8062348555452,2.428571428571428
GLBL,543,1,MW 4:10pm-5:30pm,EVANS 4430 - Edward P Evans Hall 4430,4.347591680350301,3.5555555555555562
GLBL,564,1,TBA,TBA,,
GLBL,575,1,W 3:30pm-5:20pm,WTS A32 - Watson Center 60 Sachem Street A32,4.65,4.4
GLBL,586,1,MW 10:10am-12pm,SLB 129 - Sterling Law Buildings 129,4.354166666666666,3.583333333333333
GLBL,590,1,W 9:25am-11:15am + 1,LC 317 - Linsly-Chittenden Hall 317 + 1,4.482034632034632,3.131980519480519
GLBL,591,1,T 10:10am-12pm,SLB 110 - Sterling Law Buildings 110,,
GLBL,601,1,MW 11:35am-12:50pm + 1,WTS A38 - Watson Center 60 Sachem Street A38 + 1,4.6,3.111111111111111
GLBL,604,1,TBA,TBA,3.5,2.375
GLBL,608,1,T 9:25am-11:15am,WTS B60 - Watson Center 60 Sachem Street B60,,
GLBL,612,1,TTh 2:40pm-4pm,EVANS 2220 - Edward P Evans Hall 2220,3.0,4.25
GLBL,618,1,T 3:30pm-5:20pm + 1,WTS B52 - Watson Center 60 Sachem Street B52 + 1,3.819058657921529,2.756476038911779
GLBL,624,1,W 3:10pm-5pm,BAKER 122 - Baker Hall 122,,
GLBL,632,1,TTh 6pm-7:15pm,HLH55 103 - 55 Hillhouse 103,,
GLBL,634,1,T 7:30pm-9:20pm + 1,HLH55 HORCHOW - 55 Hillhouse HORCHOW + 1,,
GLBL,635,1,M 9:25am-11:15am,HLH55 HORCHOW - 55 Hillhouse HORCHOW,3.969552669552669,3.15108225108225
GLBL,637,1,M 9:25am-11:15am + 1,WTS B35 - Watson Center 60 Sachem Street B35 + 1,,
GLBL,639,1,T 5:30pm-7:20pm + 1,HLH55 HORCHOW - 55 Hillhouse HORCHOW + 1,,
GLBL,685,1,W 3:30pm-5:20pm + 1,WTS A38 - Watson Center 60 Sachem Street A38 + 1,4.625,3.125
GLBL,693,1,M 1:30pm-3:20pm,WTS B51 - Watson Center 60 Sachem Street B51,4.585050505050505,3.217720057720058
GLBL,705,1,Th 3:30pm-5:20pm,WTS A39 - Watson Center 60 Sachem Street A39,,
GLBL,716,1,W 1pm-2:50pm,LEPH 101 - Laboratory of EPH 101,2.5,3.0
GLBL,750,1,Th 3:30pm-5:20pm + 1,HLH55 HORCHOW - 55 Hillhouse HORCHOW + 1,4.572916666666666,2.916666666666667
GLBL,756,1,W 1:30pm-3:20pm,RKZ 102 - Rosenkranz Hall 102,3.894961342076726,3.032568926799696
GLBL,762,1,Th 1:30pm-3:20pm + 1,WTS A32 - Watson Center 60 Sachem Street A32 + 1,,
GLBL,766,1,T 3:30pm-5:20pm + 1,WTS B51 - Watson Center 60 Sachem Street B51 + 1,,
GLBL,768,1,M 3:30pm-5:20pm + 1,WTS A42 - Watson Center 60 Sachem Street A42 + 1,4.5,3.75
GLBL,773,1,T 1:30pm-3:20pm + 1,WTS B35 - Watson Center 60 Sachem Street B35 + 1,,
GLBL,790,1,F 11:20am-1:10pm + 2,HLH55 HORCHOW - 55 Hillhouse HORCHOW + 2,4.657579185520362,3.84331550802139
GLBL,803,1,Th 9:25am-11:15am + 1,WLH 204 - William L. Harkness Hall 204 + 1,,
GLBL,830,1,F 9am-10:50am + 1,LC 318 - Linsly-Chittenden Hall 318 + 1,,
GLBL,845,1,M 5:30pm-7:20pm,ONLINE,,
GLBL,861,1,TBA,TBA,,
GLBL,930,1,W 2:40pm-5:40pm,EVANS 4230 - Edward P Evans Hall 4230,,
GLBL,945,1,MW 2:40pm-4pm,EVANS 4430 - Edward P Evans Hall 4430,,
GLBL,999,1,TBA,TBA,,
GMAN,100,1,MW 9am-10:15am + 1,HQ 207 - Humanities Quadrangle 207 + 1,3.094761904761905,2.914523809523809
GMAN,102,1,M 1:30pm-3:20pm,WLH 004 - William L. Harkness Hall 004,4.1625,3.2375
GMAN,110,1,M-F 10:30am-11:20am,LC 211 - Linsly-Chittenden Hall 211,4.119809900244681,3.269050595137551
GMAN,120,1,M-F 9:25am-10:15am,LC 205 - Linsly-Chittenden Hall 205,3.865247450961737,3.361444160997732
GMAN,120,2,M-F 10:30am-11:20am,BASSLB L73 - Bass Library L73,3.865247450961737,3.361444160997732
GMAN,120,3,M-F 11:35am-12:25pm,LC 211 - Linsly-Chittenden Hall 211,3.865247450961737,3.361444160997732
GMAN,130,1,M-F 10:30am-11:20am,LC 210 - Linsly-Chittenden Hall 210,3.569917169917169,3.378095328095328
GMAN,140,1,M-F 10:30am-11:20am,HQ 313 - Humanities Quadrangle 313,3.908149092970522,3.330385487528345
GMAN,151,1,MW 11:35am-12:50pm,HQ 313 - Humanities Quadrangle 313,4.066666666666666,3.258333333333333
GMAN,166,1,TTh 11:35am-12:50pm,HQ 129 - Humanities Quadrangle 129,,
GMAN,171,1,TTh 9am-10:15am,HQ C64 - Humanities Quadrangle C64,4.285416666666666,3.402380952380952
GMAN,208,1,TBA,TBA,4.30421906693712,3.76014367816092
GMAN,248,1,TBA,TBA,4.666666666666667,3.333333333333333
GMAN,304,1,W 1:30pm-3:20pm + 1,HQ 401 - Humanities Quadrangle 401 + 1,,
GMAN,319,1,Th 3:30pm-5:20pm,HQ C64 - Humanities Quadrangle C64,,
GMAN,343,1,TBA,TBA,,
GMAN,373,1,TBA,TBA,4.416666666666666,2.916666666666667
GMAN,373,2,TBA,TBA,4.416666666666666,2.916666666666667
GMAN,381,1,TTh 2:30pm-3:45pm,WLH 113 - William L. Harkness Hall 113,3.872989936715428,3.506795310716879
GMAN,390,1,M 1:30pm-3:20pm + 1,HQ 113 - Humanities Quadrangle 113 + 1,,
GMAN,478,1,TBA,TBA,,
GMAN,493,1,TBA,TBA,5.0,3.0
GMAN,501,1,TBA,TBA,,
GMAN,607,1,TBA,TBA,4.666666666666667,3.333333333333333
GMAN,657,1,TBA,TBA,,
GMAN,679,1,Th 3:30pm-5:20pm,HQ C64 - Humanities Quadrangle C64,,
GMAN,687,1,W 1:30pm-3:20pm + 1,HQ 401 - Humanities Quadrangle 401 + 1,,
GMAN,689,1,M 1:30pm-3:20pm + 1,HQ 113 - Humanities Quadrangle 113 + 1,,
GMAN,777,1,M 3:30pm-6:20pm,HQ 225 - Humanities Quadrangle 225,,
GMAN,900,1,TBA,TBA,,
GREK,120,1,M-F 9:25am-10:15am + 1,YK220 001 - 220 York Street 001 + 1,3.756944444444444,3.6949404761904763
GREK,125,1,M-F 9:25am-11:15am,PH 207 - Phelps Hall 207,4.720913213770356,4.421382189239333
GREK,141,1,MWF 10:30am-11:20am,PH 312 - Phelps Hall 312,4.432857142857143,3.4595238095238092
GREK,421,1,TTh 9am-10:15am,WLH 009 - William L. Harkness Hall 009,,
GREK,432,1,TTh 1pm-2:15pm,WLH 009 - William L. Harkness Hall 009,,
GSAS,903,1,TBA,TBA,,
HEBR,120,1,M-F 10:30am-11:20am,WLH 211 - William L. Harkness Hall 211,4.304737854737855,3.625321143502963
HEBR,120,2,M-F 11:35am-12:25pm,WLH 211 - William L. Harkness Hall 211,4.304737854737855,3.625321143502963
HEBR,130,1,TBA,TBA,4.097237022237022,3.417899692899693
HEBR,140,1,M-F 1:30pm-2:20pm,WLH 015 - William L. Harkness Hall 015,4.097237022237022,3.417899692899693
HEBR,147,1,TBA,TBA,3.515873015873016,3.019047619047619
HEBR,156,1,TTh 11:35am-12:50pm,HQ 317 - Humanities Quadrangle 317,4.690476190476191,2.583333333333333
HEBR,164,1,TTh 11:35am-12:50pm,HQ C07 - Humanities Quadrangle C07,,
HEBR,169,1,TTh 2:30pm-3:45pm,HQ 213 - Humanities Quadrangle 213,4.8,3.0
HEBR,501,1,M-F 10:30am-11:20am,WLH 211 - William L. Harkness Hall 211,4.304737854737855,3.625321143502963
HEBR,501,2,M-F 11:35am-12:25pm,WLH 211 - William L. Harkness Hall 211,4.304737854737855,3.625321143502963
HEBR,503,1,M-F 1:30pm-2:20pm,WLH 015 - William L. Harkness Hall 015,4.097237022237022,3.417899692899693
HEBR,506,1,TTh 11:35am-12:50pm,HQ 317 - Humanities Quadrangle 317,4.690476190476191,2.583333333333333
HEBR,514,1,TBA,TBA,3.515873015873016,3.019047619047619
HEBR,563,1,TTh 11:35am-12:50pm,HQ C07 - Humanities Quadrangle C07,,
HEBR,578,1,TTh 2:30pm-3:45pm,HQ 213 - Humanities Quadrangle 213,4.8,3.0
HGRN,120,1,TTh 12:10pm-2pm,DOW B-13 - Dow Hall B-13,,
HGRN,140,1,TTh 9:10am-11am + 1,DOW B-13 - Dow Hall B-13 + 1,,
HGRN,150,1,TTh 3:55pm-5:15pm,TBA,,
HIST,002,1,TTh 11:35am-12:50pm,HQ 313 - Humanities Quadrangle 313,4.076923076923077,3.0
HIST,023,1,TTh 1pm-2:15pm,HQ 123 - Humanities Quadrangle 123,,
HIST,025,1,TTh 11:35am-12:50pm,WTS A42 - Watson Center 60 Sachem Street A42,4.333333333333333,3.416666666666666
HIST,030,1,TTh 1pm-2:15pm,HQ 309 - Humanities Quadrangle 309,4.612373737373737,3.483585858585858
HIST,031,1,TBA,TBA,,
HIST,041,1,MW 4pm-5:15pm,HQ 309 - Humanities Quadrangle 309,4.2584325396825395,3.150297619047619
HIST,056,1,MW 1pm-2:15pm,WLH 013 - William L. Harkness Hall 013,,
HIST,059,1,TTh 11:35am-12:50pm,HQ 209 - Humanities Quadrangle 209,,
HIST,061,1,TTh 1pm-2:15pm,HQ 209 - Humanities Quadrangle 209,,
HIST,072,1,TTh 11:35am-12:50pm,HQ 109 - Humanities Quadrangle 109,4.15511076225362,3.1542168149311
HIST,090,1,WF 9am-10:15am,HQ 133 - Humanities Quadrangle 133,4.5160256410256405,3.738095238095238
HIST,107,1,TBA,TBA,3.371144906398848,2.758046737213403
HIST,114,1,TTh 11:35am-12:25pm + 1,HQ L02 - Humanities Quadrangle L02 + 1,4.8,2.618181818181818
HIST,114,A,F 11:35am-12:25pm,TBA,4.8,2.618181818181818
HIST,114,B,F 1:30pm-2:20pm,TBA,4.8,2.618181818181818
HIST,114,C,Th 5pm-5:50pm,TBA,4.8,2.618181818181818
HIST,114,D,Th 7pm-7:50pm,TBA,4.8,2.618181818181818
HIST,114,E,Th 2:30pm-3:20pm,TBA,4.8,2.618181818181818
HIST,114,F,Th 3:30pm-4:20pm,TBA,4.8,2.618181818181818
HIST,114J,1,T 1:30pm-3:20pm,HQ C03 - Humanities Quadrangle C03,,
HIST,118J,1,T 9:25am-11:15am,HQ 213 - Humanities Quadrangle 213,4.833333333333333,3.5
HIST,119,1,TTh 10:30am-11:20am,LUCE 101 - Luce Hall 101,4.136945249233369,3.231100115974169
HIST,119,A,W 1:30pm-2:20pm,TBA,4.136945249233369,3.231100115974169
HIST,119,B,W 2:30pm-3:20pm,TBA,4.136945249233369,3.231100115974169
HIST,119,C,Th 1:30pm-2:20pm,TBA,4.136945249233369,3.231100115974169
HIST,119,D,Th 3:30pm-4:20pm,TBA,4.136945249233369,3.231100115974169
HIST,119,E,Th 2:30pm-3:20pm,TBA,4.136945249233369,3.231100115974169
HIST,119,F,Th 4pm-4:50pm,TBA,4.136945249233369,3.231100115974169
HIST,119,G,Th 5pm-5:50pm,TBA,4.136945249233369,3.231100115974169
HIST,119,H,Th 7pm-7:50pm,TBA,4.136945249233369,3.231100115974169
HIST,124J,1,TBA,TBA,,
HIST,126J,1,Th 1:30pm-3:20pm,HQ 113 - Humanities Quadrangle 113,,
HIST,128J,1,TBA,TBA,3.401515151515151,3.316666666666666
HIST,132J,1,TBA,TBA,,
HIST,133J,1,W 1:30pm-3:20pm,HQ C64 - Humanities Quadrangle C64,4.30850468975469,3.760191197691198
HIST,134J,1,Th 3:30pm-5:20pm,HQ 113 - Humanities Quadrangle 113,4.527912642912642,2.612512025012024
HIST,135,1,TTh 2:30pm-3:45pm,LUCE 101 - Luce Hall 101,3.2973536565784602,2.951232967447977
HIST,135,A,Th 4pm-4:50pm,TBA,3.2973536565784602,2.951232967447977
HIST,135,B,Th 4pm-4:50pm,TBA,3.2973536565784602,2.951232967447977
HIST,135,C,Th 5pm-5:50pm,TBA,3.2973536565784602,2.951232967447977
HIST,135,D,F 11:35am-12:25pm,TBA,3.2973536565784602,2.951232967447977
HIST,135,E,Th 5pm-5:50pm,TBA,3.2973536565784602,2.951232967447977
HIST,135,F,F 11:35am-12:25pm,TBA,3.2973536565784602,2.951232967447977
HIST,145J,1,W 1:30pm-3:20pm + 1,HQ C07 - Humanities Quadrangle C07 + 1,,
HIST,146J,1,T 3:30pm-5:20pm,WLH 009 - William L. Harkness Hall 009,,
HIST,148J,1,TBA,TBA,4.5,3.28125
HIST,150J,1,TBA,TBA,4.074125874125874,3.3071095571095572
HIST,150J,2,T 9:25am-11:15am,LC 318 - Linsly-Chittenden Hall 318,4.074125874125874,3.3071095571095572
HIST,151J,1,W 9:25am-11:15am,HQ 127 - Humanities Quadrangle 127,4.238431013431013,3.056562881562881
HIST,153J,1,Th 3:30pm-5:20pm,BASSLB L70 - Bass Library L70,4.758333333333333,2.783333333333333
HIST,154J,1,TBA,TBA,,
HIST,160J,1,TBA,TBA,,
HIST,160J,2,W 1:30pm-3:20pm,HQ C01 - Humanities Quadrangle C01,,
HIST,161J,1,M 3:30pm-5:20pm,HQ 213 - Humanities Quadrangle 213,4.596428571428572,4.078571428571428
HIST,166,1,TTh 11:35am-12:50pm + 1,LC 102 - Linsly-Chittenden Hall 102 + 1,4.345238095238095,3.548780487804878
HIST,166,A,Th 2:30pm-3:20pm,TBA,4.345238095238095,3.548780487804878
HIST,166,B,Th 3:30pm-4:20pm,TBA,4.345238095238095,3.548780487804878
HIST,166,C,M 1:30pm-2:20pm,TBA,4.345238095238095,3.548780487804878
HIST,166,D,M 8pm-8:50pm,TBA,4.345238095238095,3.548780487804878
HIST,166,E,Th 4pm-4:50pm,TBA,4.345238095238095,3.548780487804878
HIST,166,F,Th 2:30pm-3:20pm,TBA,4.345238095238095,3.548780487804878
HIST,166,G,F 3:30pm-4:20pm,TBA,4.345238095238095,3.548780487804878
HIST,166,H,F 4:30pm-5:20pm,TBA,4.345238095238095,3.548780487804878
HIST,168J,1,T 3:30pm-5:20pm,HQ C03 - Humanities Quadrangle C03,4.112692307692308,2.705457875457875
HIST,171J,1,TBA,TBA,,
HIST,176J,1,Th 3:30pm-5:20pm,HQ 127 - Humanities Quadrangle 127,4.572727272727273,3.119696969696969
HIST,181J,1,Th 1:30pm-3:20pm,WTS A74 - Watson Center 60 Sachem Street A74,,
HIST,187,1,MW 11:35am-12:25pm + 1,HQ 229 - Humanities Quadrangle 229 + 1,4.004720459180478,3.108979850780284
HIST,187,A,M 2:30pm-3:20pm,TBA,4.004720459180478,3.108979850780284
HIST,187,B,T 1:30pm-2:20pm,TBA,4.004720459180478,3.108979850780284
HIST,187,C,W 3:30pm-4:20pm,TBA,4.004720459180478,3.108979850780284
HIST,187,D,Th 4:30pm-5:20pm,TBA,4.004720459180478,3.108979850780284
HIST,187,E,MW 11:35a-12:25p,TBA,4.004720459180478,3.108979850780284
HIST,188J,1,T 9:25am-11:15am,HQ 127 - Humanities Quadrangle 127,,
HIST,191J,1,M 3:30pm-5:20pm,HQ 123 - Humanities Quadrangle 123,3.8375,4.145833333333333
HIST,192J,1,T 1:30pm-3:20pm,WALL81 301 - 81 Wall Street 301,,
