subject,number,section,times,locations,rating,workload
AFAM,013,1,TTh 2:30pm-3:45pm,HQ 225 - Humanities Quadrangle 225,,
AFAM,016,1,TTh 1pm-2:15pm,LC 103 - Linsly-Chittenden Hall 103,4.637301587301587,3.657142857142857
AFAM,091,1,MW 11:35am-12:50pm,HQ 123 - Humanities Quadrangle 123,,
AFAM,115,1,TTh 11:35am-12:50pm,WLH 117 - William L. Harkness Hall 117,4.904545454545454,2.025
AFAM,115,A,Th 3:30pm-4:20pm,TBA,4.904545454545454,2.025
AFAM,115,B,W 10:30am-11:20am,TBA,4.904545454545454,2.025
AFAM,115,C,TTh 11:35a-12:50p,TBA,4.904545454545454,2.025
AFAM,146,1,TTh 10:30am-11:20am,WALL53 AUD - 53 Wall Street AUD,2.832793783483438,1.931528138528138
AFAM,162,1,MW 11:35am-12:25pm + 1,HQ 229 - Humanities Quadrangle 229 + 1,4.004720459180478,3.108979850780284
AFAM,162,A,M 2:30pm-3:20pm,TBA,4.004720459180478,3.108979850780284
AFAM,162,B,T 1:30pm-2:20pm,TBA,4.004720459180478,3.108979850780284
AFAM,162,C,W 3:30pm-4:20pm,TBA,4.004720459180478,3.108979850780284
AFAM,162,D,Th 4:30pm-5:20pm,TBA,4.004720459180478,3.108979850780284
AFAM,162,E,MW 11:35a-12:25p,TBA,4.004720459180478,3.108979850780284
AFAM,164,1,TTh 11:35am-12:25pm + 1,HQ L01 - Humanities Quadrangle L01 + 1,,
AFAM,164,A,T 2:30pm-3:20pm,TBA,,
AFAM,164,B,T 3:30pm-4:20pm,TBA,,
AFAM,164,C,W 2:30pm-3:20pm,TBA,,
AFAM,164,D,W 4pm-4:50pm,TBA,,
AFAM,166,1,TTh 11:35am-12:50pm + 1,LC 102 - Linsly-Chittenden Hall 102 + 1,4.345238095238095,3.548780487804878
AFAM,166,A,Th 2:30pm-3:20pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,B,Th 3:30pm-4:20pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,C,M 1:30pm-2:20pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,D,M 8pm-8:50pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,E,Th 4pm-4:50pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,F,Th 2:30pm-3:20pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,G,F 3:30pm-4:20pm,TBA,4.345238095238095,3.548780487804878
AFAM,166,H,F 4:30pm-5:20pm,TBA,4.345238095238095,3.548780487804878
AFAM,170,1,TBA,TBA,4.945238095238095,2.408053500284576
AFAM,172,1,TTh 10:30am-11:20am,LUCE 101 - Luce Hall 101,4.136945249233369,3.231100115974169
AFAM,172,A,W 1:30pm-2:20pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,B,W 2:30pm-3:20pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,C,Th 1:30pm-2:20pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,D,Th 3:30pm-4:20pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,E,Th 2:30pm-3:20pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,F,Th 4pm-4:50pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,G,Th 5pm-5:50pm,TBA,4.136945249233369,3.231100115974169
AFAM,172,H,Th 7pm-7:50pm,TBA,4.136945249233369,3.231100115974169
AFAM,182,1,MW 4:30pm-5:20pm + 1,LC 317 - Linsly-Chittenden Hall 317 + 1,4.896296296296296,3.538888888888889
AFAM,182,A,F 10:30am-11:20am,TBA,4.896296296296296,3.538888888888889
AFAM,182,B,Th 1:30pm-2:20pm,TBA,4.896296296296296,3.538888888888889
AFAM,182,C,Th 7pm-7:50pm,TBA,4.896296296296296,3.538888888888889
AFAM,182,D,Th 1:30pm-2:20pm,TBA,4.896296296296296,3.538888888888889
AFAM,210,1,TBA,TBA,4.5,3.28125
AFAM,220,1,T 3:30pm-6:20pm + 1,HQ 127 - Humanities Quadrangle 127 + 1,4.277777777777778,3.416666666666667
AFAM,246,1,TBA,TBA,3.8625,3.4375
AFAM,262,1,TTh 4pm-5:15pm + 1,WALL81 201 - 81 Wall Street 201 + 1,4.0,3.7
AFAM,287,1,M 1:30pm-3:20pm,WLH 009 - William L. Harkness Hall 009,4.166666666666667,3.018518518518518
AFAM,305,1,MW 11:35am-12:50pm + 1,HQ 127 - Humanities Quadrangle 127 + 1,4.670017482517483,3.816433566433566
AFAM,313,1,TTh 10:30am-12:20pm,ELM294 303 - Broadway Rehearsal Lofts 303,4.160606060606061,2.463636363636364
AFAM,315,1,W 3:30pm-5:20pm + 1,WLH 013 - William L. Harkness Hall 013 + 1,4.856275303643725,2.593117408906882
AFAM,335,1,TTh 1pm-2:15pm + 1,HQ 229 - Humanities Quadrangle 229 + 1,5.0,3.0
AFAM,341,1,W 3:30pm-5:20pm + 1,HQ C15 - Humanities Quadrangle C15 + 1,,
AFAM,348,1,TBA,TBA,4.6875,3.3666666666666663
AFAM,364,1,MW 11:35am-12:50pm,HQ 213 - Humanities Quadrangle 213,,
AFAM,376,1,TTh 9am-10:15am + 1,HQ C07 - Humanities Quadrangle C07 + 1,,
AFAM,397,1,Th 9:25am-11:15am + 1,WLH 202 - William L. Harkness Hall 202 + 1,,
AFAM,410,1,M 9:25am-11:15am,WALL81 201 - 81 Wall Street 201,3.542857142857143,3.274603174603174
AFAM,416,1,T 1:30pm-3:20pm,WALL81 401 - 81 Wall Street 401,,
AFAM,422,1,TBA,TBA,,
AFAM,439,1,Th 1:30pm-3:20pm,HQ C11 - Humanities Quadrangle C11,,
AFAM,445,1,T 3:30pm-5:20pm,HQ 113 - Humanities Quadrangle 113,,
AFAM,449,1,Th 9:25am-11:15am,LC 209 - Linsly-Chittenden Hall 209,4.584983766233767,3.40101911976912
AFAM,452,1,W 1:30pm-3:20pm + 1,HQ C07 - Humanities Quadrangle C07 + 1,,
AFAM,454,1,W 1:30pm-3:20pm,WTS A35 - Watson Center 60 Sachem Street A35,,
AFAM,455,1,TBA,TBA,4.75,3.416666666666666
AFAM,457,1,W 3:30pm-5:20pm,HQ C01 - Humanities Quadrangle C01,,
AFAM,472,1,TBA,TBA,,
AFAM,491,1,TBA,TBA,3.5595238095238093,4.119047619047619
AFAM,505,1,W 1:30pm-3:20pm,WALL81 201 - 81 Wall Street 201,4.137419651056015,3.447979797979798
AFAM,509,1,W 1:30pm-3:20pm,WTS A35 - Watson Center 60 Sachem Street A35,,
AFAM,520,1,F 1:30pm-3:20pm,RKZ 08 - Rosenkranz Hall 08,,
AFAM,584,1,M 11:30am-1:20pm,WALL81 201 - 81 Wall Street 201,4.15,3.361111111111111
AFAM,680,1,M 2:30pm-5:30pm + 1,GREEN C220 - Green Hall (1156 Chapel) C220 + 1,,
AFAM,718,1,Th 7pm-8:50pm,HQ 109 - Humanities Quadrangle 109,4.9333333333333345,2.8666666666666663
AFAM,724,1,F 2pm-4:30pm + 1,HQ 129 - Humanities Quadrangle 129 + 1,,
AFAM,764,1,TBA,TBA,4.42,3.3
AFAM,790,1,M 9:25am-11:15am + 1,HQ 109 - Humanities Quadrangle 109 + 1,,
AFAM,797,1,T 9:25am-11:15am + 1,HQ 309 - Humanities Quadrangle 309 + 1,4.571428571428571,4.714285714285714
AFAM,858,1,Th 1:30pm-3:20pm + 1,WALL81 201 - 81 Wall Street 201 + 1,,
AFAM,880,1,TBA,TBA,,
AFAM,896,1,TBA,TBA,4.0,2.0
AFST,015,1,TTh 1pm-2:15pm,LC 103 - Linsly-Chittenden Hall 103,4.637301587301587,3.657142857142857
AFST,112,1,TTh 2:30pm-3:45pm,HQ 229 - Humanities Quadrangle 229,4.601960784313725,3.169444444444444
AFST,135,1,M 1:30pm-3:20pm,RKZ 08 - Rosenkranz Hall 08,3.986057692307692,3.268091168091168
AFST,160,1,T 9:25am-11:15am,WALL81 301 - 81 Wall Street 301,4.708333333333334,2.8680555555555562
AFST,180,1,TTh 1pm-2:15pm,WTS A35 - Watson Center 60 Sachem Street A35,3.823492424242424,2.65451948051948
AFST,200,1,W 1:30pm-3:20pm,WTS B35 - Watson Center 60 Sachem Street B35,4.5,2.166666666666666
AFST,304,1,W 3:30pm-5:20pm,WTS B39 - Watson Center 60 Sachem Street B39,4.8,3.6
AFST,340,1,TTh 9:25am-10:15am,HQ 133 - Humanities Quadrangle 133,3.83754069140317,2.616690005272348
AFST,340,A,Th 5pm-5:50pm,TBA,3.83754069140317,2.616690005272348
AFST,340,B,Th 7pm-7:50pm,TBA,3.83754069140317,2.616690005272348
AFST,396,1,M 1:30pm-3:20pm,HQ 225 - Humanities Quadrangle 225,4.444444444444445,3.5555555555555562
AFST,412,1,M 1:30pm-3:20pm,WLH 009 - William L. Harkness Hall 009,4.166666666666667,3.018518518518518
AFST,414,1,W 1:30pm-3:20pm,HQ 113 - Humanities Quadrangle 113,4.222222222222222,3.8888888888888893
AFST,425,1,M 9:25am-11:15am,HQ 113 - Humanities Quadrangle 113,4.571428571428571,3.285714285714285
AFST,449,1,Th 9:25am-11:15am,LC 209 - Linsly-Chittenden Hall 209,4.584983766233767,3.40101911976912
AFST,457,1,W 3:30pm-5:20pm,HQ C01 - Humanities Quadrangle C01,,
AFST,465,1,T 1:30pm-3:20pm,WLH 002 - William L. Harkness Hall 002,,
AFST,486,1,M 1:30pm-3:20pm,HQ 127 - Humanities Quadrangle 127,4.0,3.583333333333333
AFST,491,1,TBA,TBA,4.0,3.833333333333333
AFST,510,1,T 9:25am-11:15am,WALL81 301 - 81 Wall Street 301,4.708333333333334,2.8680555555555562
AFST,565,1,T 1:30pm-3:20pm,WLH 002 - William L. Harkness Hall 002,,
AFST,639,1,W 1:30pm-3:20pm,WTS B39 - Watson Center 60 Sachem Street B39,4.5734126984126995,3.238095238095238
AFST,680,1,TTh 1pm-2:15pm,WTS A35 - Watson Center 60 Sachem Street A35,3.823492424242424,2.65451948051948
AFST,833,1,W 9:25am-11:15am + 1,HQ 123 - Humanities Quadrangle 123 + 1,4.116666666666666,
AFST,900,1,TBA,TBA,,
AFST,951,1,TBA,TBA,,
AFST,965,1,M 3:30pm-5:20pm,HQ 127 - Humanities Quadrangle 127,3.5,3.5
AKKD,120,1,TTh 9am-10:15am,SML 508 - Sterling Memorial Library 508,4.722222222222222,4.5
AKKD,350,1,T 1:30pm-3:20pm,HQ C05 - Humanities Quadrangle C05,4.75,3.0
AKKD,501,1,TTh 9am-10:15am,SML 508 - Sterling Memorial Library 508,4.722222222222222,4.5
AKKD,501,2,TTh 9-10:15a,TBA,4.722222222222222,4.5
AKKD,510,1,TBA,TBA,5.0,
AMST,029,1,TTh 1pm-2:15pm,LC 104 - Linsly-Chittenden Hall 104,,
AMST,030,1,TTh 4pm-5:15pm,HQ 313 - Humanities Quadrangle 313,4.769230769230769,3.357142857142857
AMST,090,1,MW 11:35am-12:50pm,HQ 123 - Humanities Quadrangle 123,,
AMST,099,1,TTh 11:35am-12:50pm,HQ 209 - Humanities Quadrangle 209,,
AMST,116,1,MW 1:30pm-2:20pm + 1,HQ L02 - Humanities Quadrangle L02 + 1,4.486486486486487,2.8888888888888893
AMST,116,A,W 2:30pm-3:20pm,TBA,4.486486486486487,2.8888888888888893
AMST,116,B,Th 10:30am-11:20am,TBA,4.486486486486487,2.8888888888888893
AMST,116,C,W 4pm-4:50pm,TBA,4.486486486486487,2.8888888888888893
AMST,116,D,Th 4pm-4:50pm,TBA,4.486486486486487,2.8888888888888893
AMST,116,E,Th 1:30pm-2:20pm,TBA,4.486486486486487,2.8888888888888893
AMST,116,F,Th 5pm-5:50pm,TBA,4.486486486486487,2.8888888888888893
AMST,133,1,TBA,TBA,3.371144906398848,2.758046737213403
AMST,162,1,MW 11:35am-12:25pm + 1,HQ 229 - Humanities Quadrangle 229 + 1,4.004720459180478,3.108979850780284
AMST,162,A,M 2:30pm-3:20pm,TBA,4.004720459180478,3.108979850780284
AMST,162,B,T 1:30pm-2:20pm,TBA,4.004720459180478,3.108979850780284
AMST,162,C,W 3:30pm-4:20pm,TBA,4.004720459180478,3.108979850780284
AMST,162,D,Th 4:30pm-5:20pm,TBA,4.004720459180478,3.108979850780284
AMST,162,E,MW 11:35a-12:25p,TBA,4.004720459180478,3.108979850780284
AMST,197,1,TBA,TBA,3.935771782467948,2.477849872811081
AMST,209,1,TTh 1:30pm-2:20pm + 1,LC 102 - Linsly-Chittenden Hall 102 + 1,4.653743104806935,3.4418871252204593
AMST,209,A,F 10:30am-11:20am,TBA,4.653743104806935,3.4418871252204593
AMST,209,B,F 11:35am-12:25pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,C,Th 2:30pm-3:20pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,D,Th 3:30pm-4:20pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,E,Th 2:30pm-3:20pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,F,Th 3:30pm-4:20pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,G,Th 4pm-4:50pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,H,Th 5pm-5:50pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,J,Th 5pm-5:50pm,TBA,4.653743104806935,3.4418871252204593
AMST,209,I,Th 3:30pm-4:20pm,TBA,4.653743104806935,3.4418871252204593
AMST,218,1,TTh 11:35am-12:50pm,WLH 007 - William L. Harkness Hall 007,,
AMST,229,1,TBA,TBA,,
AMST,236,1,MW 11:35am-12:25pm,HLH17 101 - 17 Hillhouse Avenue 101,3.8059702364265022,3.140349032800673
AMST,236,A,Th 1:30pm-2:20pm,TBA,3.8059702364265022,3.140349032800673
AMST,236,B,Th 2:30pm-3:20pm,TBA,3.8059702364265022,3.140349032800673
AMST,236,C,Th 7pm-7:50pm,TBA,3.8059702364265022,3.140349032800673
AMST,236,D,Th 1:30pm-2:20pm,TBA,3.8059702364265022,3.140349032800673
AMST,257,1,W 1:30pm-3:20pm,HQ 109 - Humanities Quadrangle 109,3.512209395542728,3.384054834054834
AMST,281,1,TTh 9am-10:15am,LC 210 - Linsly-Chittenden Hall 210,3.9220779220779223,3.456709956709956
AMST,284,1,MW 1:30pm-2:20pm + 1,LC 102 - Linsly-Chittenden Hall 102 + 1,4.501432595182595,2.904846542346542
AMST,284,A,W 10:30am-11:20am,TBA,4.501432595182595,2.904846542346542
AMST,284,B,W 2:30pm-3:20pm,TBA,4.501432595182595,2.904846542346542
AMST,284,C,Th 2:30pm-3:20pm,TBA,4.501432595182595,2.904846542346542
AMST,284,D,Th 3:30pm-4:20pm,TBA,4.501432595182595,2.904846542346542
AMST,284,E,W 11:35am-12:25pm,TBA,4.501432595182595,2.904846542346542
AMST,284,F,W 3:30pm-4:20pm,TBA,4.501432595182595,2.904846542346542
AMST,286,1,MW 4:30pm-5:20pm + 1,LC 317 - Linsly-Chittenden Hall 317 + 1,4.896296296296296,3.538888888888889
AMST,286,A,F 10:30am-11:20am,TBA,4.896296296296296,3.538888888888889
AMST,286,B,Th 1:30pm-2:20pm,TBA,4.896296296296296,3.538888888888889
AMST,286,C,Th 7pm-7:50pm,TBA,4.896296296296296,3.538888888888889
AMST,286,D,Th 1:30pm-2:20pm,TBA,4.896296296296296,3.538888888888889
AMST,299,1,TTh 11:35am-12:50pm + 1,LC 102 - Linsly-Chittenden Hall 102 + 1,4.345238095238095,3.548780487804878
AMST,299,A,Th 2:30pm-3:20pm,TBA,4.345238095238095,3.548780487804878
AMST,299,B,Th 3:30pm-4:20pm,TBA,4.345238095238095,3.548780487804878
AMST,299,C,M 1:30pm-2:20pm,TBA,4.345238095238095,3.548780487804878
AMST,299,D,M 8pm-8:50pm,TBA,4.345238095238095,3.548780487804878
AMST,299,E,Th 4pm-4:50pm,TBA,4.345238095238095,3.548780487804878
AMST,299,F,Th 2:30pm-3:20pm,TBA,4.345238095238095,3.548780487804878
AMST,299,G,F 3:30pm-4:20pm,TBA,4.345238095238095,3.548780487804878
AMST,299,H,F 4:30pm-5:20pm,TBA,4.345238095238095,3.548780487804878
AMST,314,1,TTh 11:35am-12:50pm,HQ 113 - Humanities Quadrangle 113,4.529523809523809,3.507705627705628
AMST,319,1,W 3:30pm-5:20pm,LC 210 - Linsly-Chittenden Hall 210,,
AMST,332,1,W 1:30pm-3:20pm,BASSLB L70 - Bass Library L70,4.556980056980056,2.125
AMST,346,1,Th 1pm-4pm + 1,HQ 317 - Humanities Quadrangle 317 + 1,4.888888888888889,2.8888888888888893
AMST,348,1,Th 1:30pm-3:20pm,HQ 127 - Humanities Quadrangle 127,4.056793206793206,3.324397824397824
AMST,364,1,T 3:30pm-5:20pm + 1,HQ 132 - Humanities Quadrangle 132 + 1,3.5897058823529413,2.806127450980392
AMST,379,1,M 1:30pm-3:20pm,LC 319 - Linsly-Chittenden Hall 319,,
AMST,388,1,TBA,TBA,4.6875,3.3666666666666663
AMST,403,1,W 1:30pm-3:20pm,HQ 207 - Humanities Quadrangle 207,4.074458874458874,3.146768707482993
AMST,406,1,Th 1:30pm-3:20pm,HQ C05 - Humanities Quadrangle C05,3.864583333333333,3.119047619047619
AMST,409,1,Th 1:30pm-3:20pm,HQ C11 - Humanities Quadrangle C11,,
AMST,414,1,T 9:25am-11:15am,HQ C05 - Humanities Quadrangle C05,,
AMST,422,1,W 9:25am-11:15am,HQ 127 - Humanities Quadrangle 127,4.238431013431013,3.056562881562881
AMST,435,1,Th 1:30pm-3:20pm,SA10 105 - 10 Sachem Street 105,4.344097639055622,3.775690276110444
AMST,445,1,TBA,TBA,4.5,3.28125
AMST,447,1,W 9:25am-11:15am,WLH 003 - William L. Harkness Hall 003,,
AMST,452,1,Th 9:25am-11:15am,HQ 127 - Humanities Quadrangle 127,,
AMST,455,1,Th 1:30pm-3:20pm + 1,WLH 203 - William L. Harkness Hall 203 + 1,4.116883116883117,3.8636363636363633
AMST,462,1,TBA,TBA,4.416666666666666,3.479166666666667
AMST,464,1,W 10:30am-1:20pm + 1,HQ 113 - Humanities Quadrangle 113 + 1,3.882142857142857,3.700818452380952
AMST,465,1,M 1:30pm-3:20pm,WLH 009 - William L. Harkness Hall 009,4.166666666666667,3.018518518518518
AMST,470,1,W 3:30pm-5:20pm,HQ C01 - Humanities Quadrangle C01,,
AMST,472,1,TBA,TBA,4.5,3.75
AMST,491,1,TBA,TBA,3.810606060606061,3.7222222222222223
AMST,494,1,W 3:30pm-5:20pm + 1,HQ C07 - Humanities Quadrangle C07 + 1,4.251099865047233,4.14640350877193
AMST,623,1,M 2:30pm-4:30pm,HQ 327 - Humanities Quadrangle 327,4.814814814814815,3.0
AMST,625,1,TBA,TBA,,
AMST,670,1,Th 1:30pm-3:20pm + 1,WLH 203 - William L. Harkness Hall 203 + 1,4.116883116883117,3.8636363636363633
AMST,673,1,M 2:30pm-5:30pm + 1,GREEN C220 - Green Hall (1156 Chapel) C220 + 1,,
AMST,687,1,T 3:30pm-5:20pm,HQ C07 - Humanities Quadrangle C07,4.6,3.8
AMST,690,1,TBA,TBA,4.798106060606061,2.881983294483294
AMST,703,1,W 1:30pm-3:20pm,WTS A35 - Watson Center 60 Sachem Street A35,,
AMST,704,1,M 9:25am-11:15am,LC 319 - Linsly-Chittenden Hall 319,,
AMST,712,1,Th 3:30pm-5:20pm,WLH 204 - William L. Harkness Hall 204,,
AMST,715,1,TBA,TBA,4.42,3.3
AMST,716,1,Th 1:30pm-3:20pm + 1,YUAG 054 - Yale University Art Gallery 054 + 1,4.186507936507937,3.166666666666666
AMST,732,1,F 2pm-4:30pm + 1,HQ 129 - Humanities Quadrangle 129 + 1,,
AMST,734,1,M 1:30pm-3:20pm,LC 319 - Linsly-Chittenden Hall 319,,
AMST,746,1,T 1:30pm-3:20pm,SA10 105 - 10 Sachem Street 105,4.268518518518518,2.5
AMST,778,1,TBA,TBA,,
AMST,780,1,T 7pm-8:50pm,HQ 127 - Humanities Quadrangle 127,4.433333333333333,4.25
AMST,785,1,TBA,TBA,3.166666666666666,3.166666666666666
AMST,797,1,T 9:25am-11:15am + 1,HQ 309 - Humanities Quadrangle 309 + 1,4.571428571428571,4.714285714285714
AMST,805,1,W 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",3.0,2.333333333333333
AMST,816,1,Th 1:30pm-3:20pm,"PR406 203 - 406 Prospect St., Miller Hall 203",,
AMST,833,1,W 10:30am-1:20pm + 1,HQ 113 - Humanities Quadrangle 113 + 1,3.882142857142857,3.700818452380952
AMST,837,1,TBA,TBA,,
AMST,857,1,Th 1:30pm-3:20pm,HQ C01 - Humanities Quadrangle C01,,
AMST,900,1,TBA,TBA,,
AMST,901,1,TBA,TBA,,
AMST,902,1,W 3:30pm-5:20pm + 1,HQ 327 - Humanities Quadrangle 327 + 1,4.196969696969696,2.2
AMST,903,1,W 1:30pm-3:20pm,HQ 207 - Humanities Quadrangle 207,4.074458874458874,3.146768707482993
AMST,904,1,TBA,TBA,,
AMST,905,1,TBA,TBA,,
AMST,911,1,Th 7pm-8:50pm,HQ 109 - Humanities Quadrangle 109,4.9333333333333345,2.8666666666666663
AMST,998,1,TBA,TBA,,
AMTH,160,1,TTh 11:35am-12:50pm,LUCE 101 - Luce Hall 101,3.24683400917482,1.914507511300684
AMTH,222,1,TTh 9am-10:15am,WTS A51 - Watson Center 60 Sachem Street A51,2.898376951382262,3.009585970636687
AMTH,222,2,TTh 11:35am-12:50pm,WTS A51 - Watson Center 60 Sachem Street A51,2.898376951382262,3.009585970636687
AMTH,222,3,MW 2:30pm-3:45pm,LOM 214 - Leet Oliver Memorial Hall 214,2.898376951382262,3.009585970636687
AMTH,244,1,MW 11:35am-12:50pm,ML 211 - Mason Laboratory 211,3.503527494753036,3.548369096671528
AMTH,247,1,MWF 10:30am-11:20am,LOM 215 - Leet Oliver Memorial Hall 215,3.435648148148148,2.766239316239316
AMTH,361,1,TTh 9am-10:15am,DL 220 - Dunham Laboratory 220,3.245500637530997,2.899838923024407
AMTH,362,1,MW 2:30pm-3:45pm,BCT CO31 - Becton Center CO31,,
AMTH,364,1,TTh 11:35am-12:50pm,HLH17 113 - 17 Hillhouse Avenue 113,3.551404151404152,3.485470085470085
AMTH,420,1,MW 9am-10:15am,WTS A51 - Watson Center 60 Sachem Street A51,4.857142857142857,3.0
AMTH,482,1,TBA,TBA,,
AMTH,491,1,TBA,TBA,4.002922077922078,4.021825396825397
AMTH,525,1,TBA,TBA,4.145833333333334,1.0
AMTH,552,1,TTh 11:35am-12:50pm,"DAVIES AUD - Davies Auditorium, Becton Ctr AUD",3.26025641025641,3.58474358974359
AMTH,632,1,TTh 2:30pm-3:45pm,LOM 214 - Leet Oliver Memorial Hall 214,,
AMTH,640,1,MW 2:30pm-3:45pm,ML 104 - Mason Laboratory 104,3.4003267973856213,1.935661764705882
AMTH,667,1,MW 2:30pm-3:45pm,HLH17 03 - 17 Hillhouse Avenue 03,4.21737012987013,2.85
AMTH,701,1,TTh 4pm-5:15pm,LOM 215 - Leet Oliver Memorial Hall 215,4.48888888888889,2.6
AMTH,765,1,TTh 2:30pm-3:45pm,SPL 56 - Sloane Physics Laboratory 56,3.731734006734007,3.392727272727273
AMTH,999,1,TBA,TBA,,
ANTH,021,1,TTh 11:35am-12:50pm,WLH 011 - William L. Harkness Hall 011,3.666666666666666,2.5
ANTH,040,1,TBA,TBA,3.722727272727272,2.004545454545455
ANTH,110,1,MW 9am-10:15am,WTS A60 - Watson Center 60 Sachem Street A60,3.860475926842158,2.844612446519762
ANTH,112,1,W 9:25am-11:15am,WTS B60 - Watson Center 60 Sachem Street B60,4.666666666666667,3.333333333333333
ANTH,160,1,T 9:25am-11:15am,WALL81 301 - 81 Wall Street 301,4.708333333333334,2.8680555555555562
ANTH,182,1,MW 2:30pm-3:45pm,WTS A51 - Watson Center 60 Sachem Street A51,3.699248120300752,2.389724310776942
ANTH,200,1,W 1:30pm-3:20pm,WTS B35 - Watson Center 60 Sachem Street B35,4.5,2.166666666666666
ANTH,201,1,MW 11:35am-12:50pm,HLH51 101 - 51 Hillhouse Avenue 101,,
ANTH,203,1,TTh 2:30pm-3:45pm,WTS B74 - Watson Center 60 Sachem Street B74,4.222222222222222,2.5294117647058822
ANTH,242,1,TTh 11:35am-12:50pm,OML 202 - Osborn Memorial Laboratories 202,3.7596639054045413,2.5960292381730232
ANTH,255,1,TTh 11:35am-12:50pm,HLH51 101 - 51 Hillhouse Avenue 101,4.233333333333333,2.833333333333333
ANTH,269,1,TBA,TBA,3.727272727272727,2.363636363636364
ANTH,303,1,T 9:25am-11:15am,WTS B35 - Watson Center 60 Sachem Street B35,3.76028305028305,3.039324286824286
ANTH,308,1,T 1:30pm-3:20pm,WLH 209 - William L. Harkness Hall 209,4.7887445887445885,3.826839826839827
ANTH,318,1,Th 1:30pm-3:20pm + 1,SA10 212 - 10 Sachem Street 212 + 1,,
ANTH,321,1,M 3:30pm-5:20pm,WLH 202 - William L. Harkness Hall 202,,
ANTH,326,1,F 3:30pm-5:20pm,HLH51 101 - 51 Hillhouse Avenue 101,4.822222222222223,3.25
ANTH,331,1,Th 3:30pm-5:20pm,HQ 109 - Humanities Quadrangle 109,,
ANTH,342,1,M 1:30pm-3:20pm,WTS A35 - Watson Center 60 Sachem Street A35,3.927272727272727,2.787878787878788
ANTH,344,1,W 3:30pm-5:20pm,WTS B39 - Watson Center 60 Sachem Street B39,4.8,3.6
ANTH,346,1,M 1:30pm-3:20pm,WTS A38 - Watson Center 60 Sachem Street A38,4.417192585536239,3.109113469949384
ANTH,347,1,F 1:30pm-3:20pm,WTS A72 - Watson Center 60 Sachem Street A72,,
ANTH,354,1,MW 1pm-2:15pm,HLH17 113 - 17 Hillhouse Avenue 113,,
ANTH,356,1,MW 11:35am-12:50pm,WTS A42 - Watson Center 60 Sachem Street A42,,
ANTH,366,1,Th 1:30pm-3:20pm,SA10 105 - 10 Sachem Street 105,4.344097639055622,3.775690276110444
ANTH,370,1,M 9:25am-11:15am,WTS A68 - Watson Center 60 Sachem Street A68,4.5547619047619055,3.0
ANTH,376,1,Th 9:25am-11:15am,WTS B35 - Watson Center 60 Sachem Street B35,4.2,3.0
ANTH,385,1,T 1:30pm-3:20pm,ESC 100 - Environmental Sciences Center 100,4.103174603174604,3.035714285714286
ANTH,388,1,Th 9:25am-11:15am,WTS B60 - Watson Center 60 Sachem Street B60,4.676282051282051,3.319444444444444
ANTH,391,1,W 3:30pm-5:20pm,HLH51 101 - 51 Hillhouse Avenue 101,3.511904761904761,1.952380952380952
ANTH,395,1,Th 1:30pm-3:20pm + 1,SA10 220 - 10 Sachem Street 220 + 1,,
ANTH,428,1,W 3:30pm-6:30pm,HQ 133 - Humanities Quadrangle 133,,
ANTH,434,1,M 1:30pm-3:20pm,WTS A39 - Watson Center 60 Sachem Street A39,,
ANTH,439,1,W 1:30pm-3:20pm,WTS B39 - Watson Center 60 Sachem Street B39,4.5734126984126995,3.238095238095238
ANTH,451,1,W 3:30pm-5:20pm,RKZ 05 - Rosenkranz Hall 05,4.510766310572812,3.804045828857859
ANTH,453,1,W 1:30pm-3:20pm + 1,WLH 014 - William L. Harkness Hall 014 + 1,4.333333333333333,3.416666666666666
ANTH,454,1,Th 3:30pm-5:20pm,WTS A68 - Watson Center 60 Sachem Street A68,4.388888888888889,3.0
ANTH,464,1,TTh 1pm-2:15pm,SA10 10 - 10 Sachem Street 10,4.560176976159948,2.368687520196808
ANTH,467,1,W 3:30pm-5:20pm + 1,HLH17 101 - 17 Hillhouse Avenue 101 + 1,,
ANTH,468,1,T 1:30pm-3:20pm,WLH 002 - William L. Harkness Hall 002,,
ANTH,470,1,Th 1:30pm-3:20pm + 1,WLH 203 - William L. Harkness Hall 203 + 1,4.116883116883117,3.8636363636363633
