id,code,name
553,CPSC 610,Tpics in Cmptr Sci and Law
554,CPSC 634,Building an Internet Router
555,CPSC 659,Building Interactive Machines
557,CPSC 674,Adv Comp Intel for Games
558,CPSC 679,Movie&Game Physics Simulation
559,CPSC 690,Independent Project I
560,CPSC 691,Independent Project II
561,CPSC 990,Ethical Conduct of Research
562,CPSC 991,Ethical Conduct of Research
562,MATH 991,Ethical Conduct of Research
563,CSBF 300,Making Socio-Political Perf
564,CSBK 300,The Press Business & Economy
565,CSBR 300,ClassicalStory&ModernScreen
565,CSPC 300,ClassicalStory&ModernScreen
566,CSBR 301,Music and Cinema: A History
566,CSPC 301,Music and Cinema: A History
567,CSDC 300,Composing for Film & Media
568,CSEC 491,Senior Project
569,CSES 300,Geo Engineering:Climate Change
570,CSGH 300,Digital Over-Consumption
571,CSJE 300,Writing About Your World
572,CSMC 300,Hip Hop Music and Culture
573,CSMY 300,Childhood Turning Points
576,CSSM 300,Writing Portraits
577,CSSY 300,Business of Venture Capital
578,CSTC 300,Leadership as Behavior
579,CSTD 300,Medicine and the Humanities
580,CZEC 110,Elementary Czech I
581,CZEC 130,Intermediate Czech
582,DEVN 198,Power&Politics in Today'sWorld
582,EP&E 329,Power&Politics in Today'sWorld
582,GLBL 444,Power&Politics in Today'sWorld
582,GLBL 888,Power&Politics in Today'sWorld
582,HIST 122,Power&Politics in Today'sWorld
582,LAW 20117,Power&Politics in Today'sWorld
582,MGT 619,Power&Politics in Today'sWorld
582,PLSC 405,Power&Politics in Today'sWorld
583,DISA 999,Diss Research - in Absentia
584,DISR 999,Diss Research - in Residence
585,DRAM 102,Scene Design
