subject,number,section,times,locations,areas,skills,num_students,rating,workload,Hu,Sc,So,L,QR,WR
ACCT,270,1,MW 8.45-10.00,EVANS,,[],69.0,3.43,3.08,False,False,False,False,False,False
AFAM,050,1,1 HTBA,,Hu,WR,,,,True,False,False,False,False,True
AFAM,146,1,TTh 10.30-11.20 + 1,GR109 ROSENFELD,So,[],,,,False,False,True,False,False,False
AFAM,162,1,TTh 11.35-12.25 + 1,LC 102,Hu,WR,103.0,4.0,3.11,True,False,False,False,False,True
AFAM,164,1,MW 14.30-15.20 + 1,LC 101,So,[],,,,False,False,True,False,False,False
AFAM,172,1,TTh 10.30-11.20 + 1,LUCE 101,Hu,[],118.0,4.12,3.3,True,False,False,False,False,False
AFAM,182,1,1 HTBA,,Hu,[],,,,True,False,False,False,False,False
AFAM,184,1,MW 13.30-14.20 + 1,LORIA B50,Hu,[],,,,True,False,False,False,False,False
AFAM,186,1,TTh 16.00-17.15,WTS A60,So,[],63.0,3.61,2.99,False,False,True,False,False,False
AFAM,198,1,MW 11.35-12.25 + 1,LC 317,Hu,[],44.0,3.56,2.99,True,False,False,False,False,False
AFAM,206,1,MW 11.35-12.50,WLH 203,Hu,[],17.0,4.51,3.55,True,False,False,False,False,False
AFAM,212,1,W 9.25-11.15,BRBL 9,Hu,[],11.0,4.49,2.87,True,False,False,False,False,False
AFAM,220,1,M 15.30-18.20,CCAM,Hu,[],14.0,4.0,3.33,True,False,False,False,False,False
AFAM,231,1,1 HTBA,,So,[],9.0,4.17,3.4,False,False,True,False,False,False
AFAM,275,1,T 15.30-17.20,WALL81 401,Hu,[],13.0,4.05,3.24,True,False,False,False,False,False
AFAM,287,1,T 13.30-15.20,WALL81 301,Hu,[],16.0,3.83,3.0,True,False,False,False,False,False
AFAM,331,1,W 13.30-15.20,WALL81 401,Hu,WR,,,,True,False,False,False,False,True
AFAM,335,1,MW 11.35-12.50,WALL81 201,Hu,WR,,,,True,False,False,False,False,True
AFAM,348,1,T 13.30-15.20,WLH 112,Hu,[],17.0,4.63,3.73,True,False,False,False,False,False
AFAM,349,1,T 13.30-15.20,WALL81 101,Hu,[],13.0,4.63,3.51,True,False,False,False,False,False
AFAM,352,1,W 13.30-15.20,BRW35 221,Hu,[],2.0,4.8,3.42,True,False,False,False,False,False
AFAM,353,1,W 13.30-15.20,LORIA 358,Hu,[],10.0,4.06,2.81,True,False,False,False,False,False
AFAM,361,1,M 15.30-17.20,WALL81 101,Hu,[],,,,True,False,False,False,False,False
AFAM,385,1,Th 13.30-15.20,WALL81 401,Hu,[],10.0,3.69,3.34,True,False,False,False,False,False
AFAM,401,1,TTh 16.00-17.15,WLH 001,Hu,[],17.0,4.69,3.32,True,False,False,False,False,False
AFAM,406,1,M 13.30-15.20,WALL81 201,Hu,WR,18.0,4.03,2.52,True,False,False,False,False,True
AFAM,410,1,T 9.25-11.15,WALL81 201,"Hu, So",WR,11.0,3.54,3.27,True,False,True,False,False,True
AFAM,413,1,1 HTBA,,Hu,[],11.0,3.8,3.3,True,False,False,False,False,False
AFAM,451,1,1 HTBA,,So,[],,,,False,False,True,False,False,False
AFAM,472,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFAM,491,1,1 HTBA,,,[],1.0,3.8200000000000003,4.22,False,False,False,False,False,False
AFAM,491,2,1 HTBA,,,[],1.0,3.8200000000000003,4.22,False,False,False,False,False,False
AFAM,508,1,Th 13.30-15.20,LORIA 360,,[],,,,False,False,False,False,False,False
AFAM,588,1,M 13.30-15.20,WALL81 201,,[],18.0,4.18,2.88,False,False,False,False,False,False
AFAM,626,1,M 13.30-15.20,CO493 103,,[],,,,False,False,False,False,False,False
AFAM,670,1,M 13.30-15.20,WALL81 301,,[],,,,False,False,False,False,False,False
AFAM,718,1,F 9.25-11.15,BRW35 215,,[],11.0,4.93,2.87,False,False,False,False,False,False
AFAM,725,1,W 13.30-15.20,WALL81 201,,[],,,,False,False,False,False,False,False
AFAM,752,1,M 9.25-11.15,WALL81 201,,[],16.0,4.82,3.46,False,False,False,False,False,False
AFAM,757,1,W 9.25-11.15,PR230 101,,[],4.0,,,False,False,False,False,False,False
AFAM,770,1,1 HTBA,,,[],,,,False,False,False,False,False,False
AFAM,775,1,T 15.30-17.20,WLH 202,,[],12.0,4.33,3.33,False,False,False,False,False,False
AFAM,796,1,T 9.25-11.15,WALL81 401,,[],,,,False,False,False,False,False,False
AFAM,803,1,W 13.30-15.20,STOECK 211,,[],,,,False,False,False,False,False,False
AFAM,832,1,W 16.00-18.00,WALL81 201,,[],2.0,,,False,False,False,False,False,False
AFAM,849,1,F 10.00-12.00,WALL81 201,,[],,,,False,False,False,False,False,False
AFAM,880,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFAM,880,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFAM,896,1,1 HTBA,,,[],6.0,4.0,2.0,False,False,False,False,False,False
AFST,001,1,TTh 11.35-12.50,ESC 100,Hu,WR,6.0,3.73,3.0,True,False,False,False,False,True
AFST,028,1,MW 13.00-14.15,LC 204,Hu,WR,,,,True,False,False,False,False,True
AFST,135,1,M 9.25-11.15,RKZ 02,,[],15.0,3.67,3.1,False,False,False,False,False,False
AFST,180,1,TTh 13.00-14.15,WTS B31,So,[],23.0,3.83,2.65,False,False,True,False,False,False
AFST,200,1,W 13.30-15.20,BF S-28,So,[],7.0,4.5,2.17,False,False,True,False,False,False
AFST,208,1,MW 13.30-14.20 + 1,LORIA B50,Hu,[],,,,True,False,False,False,False,False
AFST,235,1,W 9.25-11.15,LC 318,So,[],,,,False,False,True,False,False,False
AFST,271,1,MW 16.00-17.15,YK220 100,Hu,[],,,,True,False,False,False,False,False
AFST,273,1,W 13.30-15.20,YK220 002,Hu,[],,,,True,False,False,False,False,False
AFST,305,1,T 13.30-15.20,WLH 002,So,[],15.0,4.32,2.79,False,False,True,False,False,False
AFST,335,1,MW 13.30-14.20,LORIA 250,Hu,[],87.0,4.62,3.66,True,False,False,False,False,False
AFST,340,1,TTh 9.25-10.15,WLH 113,Hu,[],19.0,3.84,2.62,True,False,False,False,False,False
AFST,369,1,M 13.30-15.20,WALL81 401,Hu,[],,,,True,False,False,False,False,False
AFST,378,1,TTh 14.30-15.45,WLH 117,So,[],24.0,4.0,2.23,False,False,True,False,False,False
AFST,381,1,MW 10.30-11.20 + 1,WLH 116,So,[],38.0,3.61,2.71,False,False,True,False,False,False
AFST,382,1,F 15.30-17.20,RKZ 04,So,[],5.0,3.94,3.16,False,False,True,False,False,False
AFST,406,1,Th 9.25-11.15,RKZ 202,So,[],6.0,4.7,4.0,False,False,True,False,False,False
AFST,412,1,T 13.30-15.20,WALL81 301,Hu,[],16.0,3.9699999999999998,2.86,True,False,False,False,False,False
AFST,491,2,1 HTBA,,,[],2.0,4.0,3.83,False,False,False,False,False,False
AFST,570,1,TTh 14.30-15.45,WLH 117,,[],24.0,4.5,2.74,False,False,False,False,False,False
AFST,619,1,MW 16.00-17.15,YK220 100,,[],,,,False,False,False,False,False,False
AFST,680,1,TTh 13.00-14.15,WTS B31,,[],23.0,4.23,2.94,False,False,False,False,False,False
AFST,828,1,W 13.30-15.20,STOECK 211,,[],,,,False,False,False,False,False,False
AFST,833,1,W 13.30-15.20,CO493 102,,[],4.0,,,False,False,False,False,False,False
AFST,900,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,900,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,900,3,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,900,4,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,900,5,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,900,6,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,900,7,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,951,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AFST,965,1,Th 13.30-15.20,WALL81 301,,[],,,,False,False,False,False,False,False
AKKD,120,1,TTh 9.00-10.15,SML 323,,L,2.0,,,False,False,False,True,False,False
AKKD,501,1,TTh 9.00-10.15,SML 323,,[],5.0,4.5,4.5,False,False,False,False,False,False
AMST,012,1,MW 13.00-14.15,LC 103,Hu,[],15.0,3.65,4.14,True,False,False,False,False,False
AMST,028,1,MW 14.30-15.45,YK212 004,Hu,WR,6.0,4.75,3.0,True,False,False,False,False,True
AMST,162,1,TTh 11.35-12.25 + 1,LC 102,Hu,WR,103.0,4.0,3.11,True,False,False,False,False,True
AMST,197,1,MW 11.35-12.25 + 1,YUAG AUD,Hu,[],203.0,4.01,2.45,True,False,False,False,False,False
AMST,206,1,W 9.25-11.15,BRW35 221,So,[],17.0,4.51,3.37,False,False,True,False,False,False
AMST,228,1,MW 10.30-11.20 + 1,WLH 201,Hu,[],48.0,4.05,2.49,True,False,False,False,False,False
AMST,255,1,TTh 11.35-12.25,YSB MARSH,Hu,[],,,,True,False,False,False,False,False
AMST,303,1,Th 13.30-15.20,WALL81 401,Hu,[],10.0,4.25,3.29,True,False,False,False,False,False
AMST,310,1,T 9.25-11.15,WALL81 201,"Hu, So",WR,11.0,3.68,3.34,True,False,True,False,False,True
AMST,326,1,T 13.30-15.20,WALL81 101,Hu,[],13.0,4.63,3.51,True,False,False,False,False,False
AMST,330,1,1 HTBA,,Hu,[],2.0,3.7199999999999998,3.9699999999999998,True,False,False,False,False,False
AMST,334,1,MW 13.00-14.15,WLH 115,Hu,WR,,,,True,False,False,False,False,True
AMST,336,1,T 13.30-15.20 + 1,WALL81 401,,[],11.0,4.27,3.47,False,False,False,False,False,False
AMST,337,1,T 15.30-17.20,WALL81 401,Hu,[],13.0,3.7,3.18,True,False,False,False,False,False
AMST,340,1,W 13.30-15.20,WTS A68,Hu,[],18.0,4.69,2.94,True,False,False,False,False,False
AMST,344,1,1 HTBA,,Hu,WR,11.0,4.19,3.43,True,False,False,False,False,True
AMST,346,1,W 13.00-16.00,,Hu,WR,12.0,4.08,3.13,True,False,False,False,False,True
AMST,349,1,1 HTBA,,,[],12.0,4.3,2.73,False,False,False,False,False,False
AMST,350,1,T 13.30-15.20,RKZ 04,Hu,[],13.0,4.18,2.71,True,False,False,False,False,False
AMST,357,1,1 HTBA,,Hu,[],13.0,4.0,3.33,True,False,False,False,False,False
AMST,358,1,1 HTBA,,Hu,[],6.0,3.7,2.7,True,False,False,False,False,False
AMST,362,1,T 13.30-15.20,YK212 004A,Hu,[],3.0,,,True,False,False,False,False,False
AMST,370,1,M 15.30-17.20,ELM294 303,Hu,WR,9.0,4.29,2.96,True,False,False,False,False,True
AMST,388,1,T 13.30-15.20,WLH 112,Hu,[],17.0,4.52,3.59,True,False,False,False,False,False
AMST,405,1,M 13.30-15.20,WALL81 201,Hu,WR,18.0,4.03,2.52,True,False,False,False,False,True
AMST,406,1,Th 13.30-15.20,WLH 115,Hu,WR,3.0,3.86,3.12,True,False,False,False,False,True
AMST,411,1,TTh 16.00-17.15,WLH 001,Hu,[],17.0,4.69,3.5,True,False,False,False,False,False
AMST,422,1,W 9.25-11.15,LC 206,Hu,WR,16.0,4.29,3.14,True,False,False,False,False,True
AMST,438,1,W 13.30-15.20,BRW35 221,Hu,[],2.0,4.8,3.42,True,False,False,False,False,False
AMST,448,1,1 HTBA,,Hu,[],11.0,3.8,3.3,True,False,False,False,False,False
AMST,452,1,T 9.25-11.15,LORIA 259,Hu,[],17.0,3.58,3.0,True,False,False,False,False,False
AMST,459,1,Th 13.30-15.20,SA10 105,So,[],14.0,4.33,3.75,False,False,True,False,False,False
AMST,464,1,W 10.30-13.20 + 1,CCAM,,[],14.0,3.5700000000000003,4.19,False,False,False,False,False,False
AMST,466,1,T 9.25-11.15,LC 204,Hu,[],4.0,4.4,3.7,True,False,False,False,False,False
AMST,472,1,1 HTBA,,,[],2.0,4.5,3.75,False,False,False,False,False,False
AMST,487,1,W 15.30-17.20,PR77 A001,So,[],,,,False,False,True,False,False,False
AMST,491,1,1 HTBA,,,[],3.0,3.81,3.7199999999999998,False,False,False,False,False,False
AMST,494,1,M 15.30-17.20,WLH 112,,[],15.0,4.25,4.15,False,False,False,False,False,False
AMST,494,2,1 HTBA,,,[],15.0,4.25,4.15,False,False,False,False,False,False
AMST,611,1,Th 9.25-11.15,LC 105,,[],,,,False,False,False,False,False,False
AMST,623,1,M 13.30-15.20,ARNOLD A25,,[],8.0,5.0,3.0,False,False,False,False,False,False
AMST,625,1,T 9.25-11.15,LC 319,,[],,,,False,False,False,False,False,False
AMST,628,1,1 HTBA,,,[],,,,False,False,False,False,False,False
AMST,667,1,M 9.25-11.15,LC 208,,[],13.0,4.44,3.11,False,False,False,False,False,False
AMST,669,1,W 17.30-19.30,SDQ BUSH-S100,,[],,,,False,False,False,False,False,False
AMST,675,1,M 13.30-15.20,WALL81 301,,[],,,,False,False,False,False,False,False
AMST,710,1,M 13.30-15.20,WALL81 201,,[],18.0,4.18,2.88,False,False,False,False,False,False
AMST,719,1,M 13.30-15.20,WLH 004,,[],4.0,4.5,3.75,False,False,False,False,False,False
AMST,722,1,W 9.25-11.15,PR230 101,,[],4.0,,,False,False,False,False,False,False
AMST,723,1,1 HTBA,,,[],11.0,4.17,3.5,False,False,False,False,False,False
AMST,726,1,W 13.30-15.20,WALL81 201,,[],10.0,4.5,3.17,False,False,False,False,False,False
AMST,747,1,T 13.30-15.20 + 1,SA10 105,,[],10.0,,,False,False,False,False,False,False
AMST,765,1,W 15.30-17.20 + 1,BASSLB L73,,[],,,,False,False,False,False,False,False
AMST,767,1,Th 9.25-11.15,LC 208,,[],5.0,4.75,4.5,False,False,False,False,False,False
AMST,771,1,T 15.30-17.20,WLH 202,,[],12.0,4.33,3.33,False,False,False,False,False,False
AMST,780,1,W 15.30-17.20,LC 103,,[],6.0,4.67,4.25,False,False,False,False,False,False
AMST,782,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMST,785,1,Th 13.30-15.20,LORIA 258,,[],2.0,,,False,False,False,False,False,False
AMST,790,1,W 11.00-14.00,PK205 102,,[],11.0,,,False,False,False,False,False,False
AMST,796,1,T 9.25-11.15,WALL81 401,,[],10.0,3.75,3.13,False,False,False,False,False,False
AMST,831,1,W 13.30-15.20,STOECK 211,,[],,,,False,False,False,False,False,False
AMST,833,1,W 10.30-13.20 + 1,CCAM,,[],14.0,3.6,3.8,False,False,False,False,False,False
AMST,839,1,T 9.25-11.15,YK220 100,,[],7.0,,,False,False,False,False,False,False
AMST,844,1,F 10.00-12.00,WALL81 201,,[],,,,False,False,False,False,False,False
AMST,854,1,M 9.25-11.15,LC 319,,[],,,,False,False,False,False,False,False
AMST,901,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMST,901,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMST,901,3,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMST,902,1,1 HTBA,,,[],6.0,4.3,2.2,False,False,False,False,False,False
AMST,904,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMST,905,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMST,911,1,F 9.25-11.15,BRW35 215,,[],11.0,4.93,2.87,False,False,False,False,False,False
AMST,920,1,W 13.30-15.20,WLH 112,,[],9.0,5.0,2.0,False,False,False,False,False,False
AMTH,160,1,TTh 11.35-12.50,WLH 201,,QR,504.0,3.22,1.9100000000000001,False,False,False,False,True,False
AMTH,222,1,TTh 11.35-12.50,WLH 119,,QR,27.0,2.94,2.98,False,False,False,False,True,False
AMTH,222,2,MW 9.00-10.15,WTS A53,,QR,39.0,2.94,2.98,False,False,False,False,True,False
AMTH,222,3,MW 14.30-15.45,WTS A51,,QR,39.0,2.94,2.98,False,False,False,False,True,False
AMTH,244,1,MWF 9.25-10.15,WTS A51,,QR,80.0,3.56,3.51,False,False,False,False,True,False
AMTH,262,1,MW 11.35-12.50,WLH 119,,QR,62.0,3.02,3.34,False,False,False,False,True,False
AMTH,361,1,MW 14.30-15.45,DL 220,,QR,65.0,3.12,2.89,False,False,False,False,True,False
AMTH,364,1,TTh 11.35-12.50,HLH24 107,,QR,35.0,3.5700000000000003,3.55,False,False,False,False,True,False
AMTH,480,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
AMTH,482,1,1 HTBA,,,[],2.0,,,False,False,False,False,False,False
AMTH,490,1,1 HTBA,,,[],1.0,3.2,3.67,False,False,False,False,False,False
AMTH,491,1,1 HTBA,,,[],4.0,4.1,4.0,False,False,False,False,False,False
AMTH,511,1,1 HTBA,,,[],,,,False,False,False,False,False,False
AMTH,525,1,1 HTBA,,,[],4.0,4.5,1.0,False,False,False,False,False,False
AMTH,552,1,TTh 16.00-17.15,DAVIES AUD,,[],,,,False,False,False,False,False,False
AMTH,640,1,MW 14.30-15.45 + 1,HLH17 05,,[],,,,False,False,False,False,False,False
AMTH,765,1,TTh 14.30-15.45,SPL 56,,[],19.0,3.84,3.42,False,False,False,False,False,False
AMTH,797,1,MW 14.30-15.45,BCT CO31,,[],,,,False,False,False,False,False,False
ANTH,040,1,TTh 14.30-15.45,WTS A68,So,[],11.0,3.7199999999999998,2.0,False,False,True,False,False,False
ANTH,110,1,TTh 13.00-14.15 + 1,WTS A60,So,[],25.0,3.81,2.85,False,False,True,False,False,False
ANTH,172,1,WF 14.30-15.45 + 1,HLH51 101,So,[],32.0,4.05,2.13,False,False,True,False,False,False
ANTH,200,1,W 13.30-15.20,BF S-28,So,[],7.0,4.5,2.17,False,False,True,False,False,False
ANTH,211,1,1 HTBA,,So,[],9.0,4.17,3.4,False,False,True,False,False,False
ANTH,215,1,MW 13.00-14.15 + 1,HLH51 101,So,[],9.0,3.99,2.83,False,False,True,False,False,False
ANTH,241,1,M 15.30-17.20,RKZ 04,So,[],,,,False,False,True,False,False,False
ANTH,242,1,TTh 9.00-10.15,DL 220,"Sc, So",[],31.0,3.67,2.58,False,True,True,False,False,False
ANTH,253,1,W 15.30-17.20,HLH51 01,So,[],12.0,,,False,False,True,False,False,False
ANTH,264,1,TTh 14.30-15.45,HLH51 101,So,[],16.0,3.61,2.45,False,False,True,False,False,False
ANTH,276,1,T 13.30-15.30,WTS B30,So,WR,4.0,4.69,3.69,False,False,True,False,False,True
ANTH,316,1,Th 13.30-15.20,WTS A35,So,WR,,,,False,False,True,False,False,True
ANTH,321,1,T 13.30-15.20,WLH 003,So,[],,,,False,False,True,False,False,False
ANTH,323,1,Th 15.30-17.20,WLH 112,So,WR,,,,False,False,True,False,False,True
ANTH,338,1,T 9.25-11.15 + 1,MY 601,So,[],2.0,4.8,2.5,False,False,True,False,False,False
ANTH,339,1,T 9.25-11.15,SA10 105,So,[],18.0,4.16,3.89,False,False,True,False,False,False
ANTH,346,1,M 13.30-15.20,WTS A74,So,[],14.0,4.42,3.11,False,False,True,False,False,False
ANTH,362,1,T 13.30-15.20,SA10 212,,[],9.0,4.25,3.17,False,False,False,False,False,False
ANTH,381,1,Th 9.25-11.15,WTS A48,So,[],12.0,3.96,3.35,False,False,True,False,False,False
ANTH,385,1,Th 13.30-15.20,SA10 23,So,[],11.0,3.87,2.87,False,False,True,False,False,False
ANTH,399,1,TTh 14.30-15.45 + 1,WTS A74,So,[],28.0,4.19,2.55,False,False,True,False,False,False
ANTH,414,1,M 13.30-15.20 + 1,SA10 212,So,[],15.0,3.55,2.7199999999999998,False,False,True,False,False,False
ANTH,428,1,T 13.30-15.20,SML 177,Hu,[],,,,True,False,False,False,False,False
ANTH,438,1,W 9.25-11.15,SA10 105,So,[],18.0,4.53,3.55,False,False,True,False,False,False
ANTH,445,1,1 HTBA,,So,[],,,,False,False,True,False,False,False
ANTH,453,1,W 13.30-15.20,SA10 105,So,WR,19.0,4.35,3.03,False,False,True,False,False,True
ANTH,464,1,TTh 13.00-14.15,SA10 10,"Sc, So",[],24.0,4.7,2.39,False,True,True,False,False,False
ANTH,471,1,1 HTBA,,,[],6.0,4.09,3.31,False,False,False,False,False,False
ANTH,473,1,Th 16.00-17.50,KRN 321,"Hu, So",[],12.0,3.85,2.42,True,False,True,False,False,False
ANTH,482,1,1 HTBA,,So,[],5.0,3.96,2.87,False,False,True,False,False,False
ANTH,491,1,1 HTBA,,,[],2.0,4.01,4.23,False,False,False,False,False,False
ANTH,492,1,W 9.25-11.15,ESC 100,,[],5.0,2.0,3.0,False,False,False,False,False,False
ANTH,538,1,M 15.30-17.20,HLH51 101,,[],4.0,4.5,3.5,False,False,False,False,False,False
ANTH,539,1,T 9.25-11.15,SA10 105,,[],18.0,4.17,3.8200000000000003,False,False,False,False,False,False
ANTH,549,1,W 15.30-17.20 + 1,BASSLB L73,,[],5.0,5.0,3.0,False,False,False,False,False,False
ANTH,559,1,W 15.30-17.20,HLH51 01,,[],12.0,,,False,False,False,False,False,False
ANTH,562,1,T 13.30-15.20,SA10 212,,[],9.0,4.25,3.25,False,False,False,False,False,False
ANTH,575,1,M 13.30-15.20 + 1,SA10 212,,[],15.0,3.67,2.73,False,False,False,False,False,False
ANTH,579,1,W 11.35-13.25,WTS B51,,[],7.0,4.5,3.0,False,False,False,False,False,False
ANTH,594,1,T 13.30-15.20 + 1,SA10 105,,[],10.0,,,False,False,False,False,False,False
ANTH,600,1,W 13.30-15.20 + 1,SA10 110,,[],7.0,4.0,3.27,False,False,False,False,False,False
ANTH,638,1,W 9.25-11.15,SA10 105,,[],18.0,4.38,3.58,False,False,False,False,False,False
ANTH,692,1,W 9.25-11.15,ESC 100,,[],5.0,2.0,3.0,False,False,False,False,False,False
ANTH,700,1,Th 13.30-15.20 + 1,SA10 110,,[],6.0,4.0,3.33,False,False,False,False,False,False
ANTH,710,1,T 9.25-11.15,HLH51 01,,[],5.0,5.0,3.5,False,False,False,False,False,False
ANTH,773,1,Th 16.00-17.50,KRN 321,,[],12.0,4.17,2.2,False,False,False,False,False,False
ANTH,785,1,Th 13.30-15.20,SA10 23,,[],11.0,4.42,3.0,False,False,False,False,False,False
ANTH,808,1,1 HTBA,,,[],,,,False,False,False,False,False,False
ANTH,828,1,T 13.30-15.20,SML 177,,[],,,,False,False,False,False,False,False
ANTH,853,1,W 13.30-15.20,SA10 212,,[],,,,False,False,False,False,False,False
ANTH,864,1,TTh 13.00-14.15,SA10 10,,[],24.0,4.64,2.41,False,False,False,False,False,False
ANTH,950,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,3,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,4,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,5,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,6,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,7,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,950,8,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,951,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,951,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,953,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,953,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,953,3,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,953,4,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,953,5,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,954,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,954,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ANTH,964,1,W 17.30-19.20,PH 207,,[],,,,False,False,False,False,False,False
APHY,100,1,MW 14.30-15.45,AKW 100,Sc,QR,24.0,2.58,2.81,False,True,False,False,True,False
APHY,110,1,TTh 11.35-12.50,LUCE 101,Sc,QR,32.0,3.44,2.66,False,True,False,False,True,False
APHY,151,1,TTh 11.35-12.50,ML 211,,QR,58.0,3.36,3.7199999999999998,False,False,False,False,True,False
APHY,194,1,MW 14.30-15.45,ML 211,,QR,82.0,3.07,3.95,False,False,False,False,True,False
APHY,321,1,MW 9.00-10.15,BCT CO31,Sc,QR,10.0,3.2,4.2,False,True,False,False,True,False
APHY,322,1,TTh 9.00-10.15,BCT 408,Sc,QR,8.0,3.31,3.2800000000000002,False,True,False,False,True,False
APHY,449,1,TTh 13.00-14.15,BCT 408,Sc,QR,11.0,3.0,4.0,False,True,False,False,True,False
APHY,450,1,1 HTBA,,Sc,QR,10.0,,,False,True,False,False,True,False
APHY,469,1,1 HTBA,,,[],,,,False,False,False,False,False,False
APHY,470,1,TTh 13.00-14.15,BCT 508,Sc,QR,7.0,4.63,4.1,False,True,False,False,True,False
APHY,472,1,1 HTBA,,,[],2.0,4.49,4.1,False,False,False,False,False,False
APHY,549,1,TTh 13.00-14.15,BCT 408,,[],11.0,3.0,4.0,False,False,False,False,False,False
APHY,590,1,1 HTBA,,,[],28.0,3.8200000000000003,2.11,False,False,False,False,False,False
APHY,607,1,MW 16.00-17.15,BCT 408,,[],30.0,3.67,3.0,False,False,False,False,False,False
APHY,610,1,TTh 11.35-12.50,SPL 63,,[],16.0,4.67,3.62,False,False,False,False,False,False
APHY,725,1,1 HTBA,,,[],10.0,,,False,False,False,False,False,False
APHY,990,1,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,2,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,3,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,4,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,5,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,6,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,7,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,8,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
APHY,990,9,1 HTBA,,,[],1.0,,,False,False,False,False,False,False
ARBC,120,1,M-F 9.25-10.15,YK212 004,,L,15.0,4.0,3.85,False,False,False,True,False,False
ARBC,120,2,M-F 10.30-11.20,YK212 004,,L,15.0,4.0,3.85,False,False,False,True,False,False
ARBC,120,3,M-F 11.35-12.25,WLH 007,,L,10.0,4.0,3.85,False,False,False,True,False,False
ARBC,140,1,1 HTBA,,,L,16.0,3.25,3.67,False,False,False,True,False,False
ARBC,140,2,M-F 10.30-11.20,WLH 007,,L,8.0,3.25,3.67,False,False,False,True,False,False
ARBC,146,1,MW 11.35-12.50,CO493 103,,L,8.0,5.0,2.79,False,False,False,True,False,False
ARBC,151,1,MWF 11.35-12.25,YK212 004A,,L,13.0,3.71,2.94,False,False,False,True,False,False
ARBC,176,1,MW 13.00-14.15 + 1,YK212 004A,,L,,,,False,False,False,True,False,False
ARBC,194,1,1 HTBA,,Hu,L,10.0,4.43,3.29,True,False,False,True,False,False
ARBC,501,1,M-F 9.25-10.15,YK212 004,,[],15.0,4.14,3.73,False,False,False,False,False,False
ARBC,501,2,M-F 10.30-11.20,YK212 004,,[],15.0,4.14,3.73,False,False,False,False,False,False
ARBC,501,3,M-F 11.35-12.25,WLH 007,,[],10.0,4.14,3.73,False,False,False,False,False,False
ARBC,503,1,1 HTBA,,,[],16.0,3.08,3.16,False,False,False,False,False,False
ARBC,503,2,M-F 10.30-11.20,WLH 007,,[],2.0,3.08,3.16,False,False,False,False,False,False
ARBC,505,1,MWF 11.35-12.25,YK212 004A,,[],7.0,4.22,3.1,False,False,False,False,False,False
ARBC,510,1,MW 11.35-12.50,CO493 103,,[],8.0,4.67,2.44,False,False,False,False,False,False
ARBC,560,1,W 15.30-17.20,YK220 003,,[],8.0,3.75,3.13,False,False,False,False,False,False
